Time,Total_I,Cell_E,Base_E,Group_E,"I_(1,1)","I_(2,1)","I_(3,1)","I_(1,2)","I_(2,2)","I_(3,2)","I_(1,3)","I_(2,3)","I_(3,3)"
885.0,-1.8311e-07,-0.63324,-0.63324,0.0,-3.8387e-06,4.2226e-05,-2.6871e-05,-9.1649e-05,0.00010412,6.0459e-05,-7.0056e-05,-2.7351e-05,-1.5835e-05
885.51,-1.0071e-07,-0.63324,-0.63324,0.0,-4.3185e-06,4.2705e-05,-2.3512e-05,-8.925e-05,0.00010364,6.3338e-05,-6.9096e-05,-2.4951e-05,-1.4395e-05
886.0,-3.9673e-08,-0.63324,-0.63324,0.0,-3.8387e-06,4.4625e-05,-2.1593e-05,-8.877e-05,0.000107,6.4298e-05,-7.0056e-05,-2.3992e-05,-1.3915e-05
886.51,1.2207e-08,-0.63354,-0.63354,0.0,-3.8387e-06,4.7024e-05,-2.0153e-05,-9.0689e-05,0.0001094,6.4778e-05,-6.8137e-05,-2.3992e-05,-1.2476e-05
887.0,8.8501e-08,-0.63354,-0.63354,0.0,-3.8387e-06,4.8463e-05,-1.9193e-05,-8.781e-05,0.00011132,6.5258e-05,-6.5738e-05,-2.2072e-05,-1.2476e-05
887.51,1.6479e-07,-0.63293,-0.63293,0.0,-3.3589e-06,5.0863e-05,-1.8234e-05,-8.4451e-05,0.00011276,6.5738e-05,-6.3338e-05,-2.2072e-05,-1.1996e-05
888.0,1.1292e-07,-0.63324,-0.63324,0.0,-2.879e-06,4.9903e-05,-2.0633e-05,-8.3012e-05,0.00011084,6.3818e-05,-6.3338e-05,-2.3512e-05,-1.3435e-05
888.51,1.3123e-07,-0.63354,-0.63354,0.0,-2.3992e-06,4.9903e-05,-2.0633e-05,-8.2052e-05,0.00011036,6.4298e-05,-6.2379e-05,-2.3512e-05,-1.2956e-05
889.0,1.3123e-07,-0.63293,-0.63293,0.0,-1.4395e-06,4.9903e-05,-1.7754e-05,-8.1572e-05,0.00010988,6.2859e-05,-6.1419e-05,-2.3032e-05,-1.6794e-05
889.51,1.4648e-07,-0.63232,-0.63232,0.0,-9.5967e-07,4.9903e-05,-1.9193e-05,-8.1092e-05,0.00011276,6.1419e-05,-5.998e-05,-2.2552e-05,-1.7274e-05
890.0,7.9346e-08,-0.63293,-0.63293,0.0,-9.5967e-07,4.9903e-05,-2.2552e-05,-8.1572e-05,0.00011036,6.1419e-05,-6.0459e-05,-2.4472e-05,-1.9193e-05
890.51,5.188e-08,-0.63293,-0.63293,0.0,-1.4395e-06,4.8943e-05,-2.2552e-05,-8.1572e-05,0.00010844,5.998e-05,-6.0459e-05,-2.4951e-05,-1.8234e-05
891.0,2.4414e-08,-0.63293,-0.63293,0.0,-1.4395e-06,4.8463e-05,-2.2552e-05,-8.0133e-05,0.000107,5.806e-05,-6.3338e-05,-2.4472e-05,-1.7754e-05
891.51,-7.3242e-08,-0.63293,-0.63293,0.0,-1.4395e-06,4.6544e-05,-2.4472e-05,-8.5411e-05,0.00010508,5.758e-05,-6.5738e-05,-2.4951e-05,-1.8714e-05
892.0,-7.9346e-08,-0.63293,-0.63293,0.0,-2.879e-06,4.5584e-05,-2.3512e-05,-8.4931e-05,0.00010412,5.806e-05,-6.5738e-05,-2.4951e-05,-1.8234e-05
892.51,-1.2817e-07,-0.63263,-0.63263,0.0,-2.879e-06,4.4625e-05,-2.5431e-05,-8.733e-05,0.00010364,5.6621e-05,-6.6697e-05,-2.3992e-05,-1.8714e-05
893.0,-1.4648e-07,-0.63324,-0.63324,0.0,-3.8387e-06,4.3185e-05,-2.4951e-05,-8.781e-05,0.00010412,5.6141e-05,-6.6217e-05,-2.5431e-05,-1.8234e-05
893.51,-1.2817e-07,-0.63354,-0.63354,0.0,-3.3589e-06,4.3185e-05,-2.4951e-05,-8.733e-05,0.00010268,5.854e-05,-6.6697e-05,-2.5431e-05,-1.6794e-05
894.0,-1.2207e-07,-0.63293,-0.63293,0.0,-3.8387e-06,4.2705e-05,-2.3512e-05,-8.6371e-05,0.00010173,5.902e-05,-6.7657e-05,-2.5431e-05,-1.5835e-05
894.51,-1.3428e-07,-0.63324,-0.63324,0.0,-3.8387e-06,3.9826e-05,-2.3512e-05,-8.877e-05,0.00010125,6.1419e-05,-6.9096e-05,-2.3992e-05,-1.4395e-05
895.0,-7.3242e-08,-0.63324,-0.63324,0.0,-3.8387e-06,4.3185e-05,-2.2072e-05,-8.829e-05,0.00010316,6.2379e-05,-6.9096e-05,-2.3512e-05,-1.3435e-05
895.51,3.0518e-09,-0.63354,-0.63354,0.0,-3.3589e-06,4.6064e-05,-2.1113e-05,-8.9729e-05,0.00010556,6.3818e-05,-6.4778e-05,-2.2552e-05,-1.3435e-05
896.0,5.4932e-08,-0.63293,-0.63293,0.0,-3.3589e-06,4.7984e-05,-1.9193e-05,-8.5891e-05,0.00010748,6.2859e-05,-6.2859e-05,-2.3992e-05,-1.4395e-05
896.51,7.9346e-08,-0.63263,-0.63263,0.0,-3.3589e-06,4.7984e-05,-2.0153e-05,-8.3971e-05,0.00010796,6.2859e-05,-6.1899e-05,-2.3512e-05,-1.3435e-05
897.0,8.8501e-08,-0.63263,-0.63263,0.0,-2.3992e-06,4.8943e-05,-1.9193e-05,-8.3012e-05,0.00010844,6.0459e-05,-6.0939e-05,-2.3992e-05,-1.4395e-05
897.51,9.7656e-08,-0.63293,-0.63293,0.0,-1.9193e-06,4.8463e-05,-2.0633e-05,-8.2052e-05,0.00010892,6.2379e-05,-6.3338e-05,-2.3032e-05,-1.3435e-05
898.0,1.2817e-07,-0.63324,-0.63324,0.0,-9.5967e-07,4.9423e-05,-1.9193e-05,-8.1092e-05,0.00010892,6.2379e-05,-6.1899e-05,-2.3512e-05,-1.3915e-05
898.51,1.4343e-07,-0.63324,-0.63324,0.0,-1.9193e-06,5.0383e-05,-1.8714e-05,-8.0133e-05,0.0001094,6.2379e-05,-6.0939e-05,-2.1593e-05,-1.6314e-05
899.0,7.3242e-08,-0.63293,-0.63293,0.0,-2.3992e-06,4.9423e-05,-2.2072e-05,-8.1572e-05,0.0001094,5.998e-05,-6.1899e-05,-2.1113e-05,-1.8234e-05
899.51,7.9346e-08,-0.63324,-0.63324,0.0,-1.9193e-06,5.1822e-05,-2.3992e-05,-7.9653e-05,0.00010988,5.95e-05,-6.0459e-05,-2.3512e-05,-1.9193e-05
900.0,4.5776e-08,-0.63263,-0.63263,0.0,-1.4395e-06,5.1342e-05,-2.3512e-05,-8.0133e-05,0.00010604,5.758e-05,-5.902e-05,-2.3992e-05,-1.9673e-05
900.5,1.0681e-07,-0.63354,-0.63354,0.0,-9.5967e-07,5.1342e-05,-2.0153e-05,-8.0133e-05,0.00010508,6.0939e-05,-5.998e-05,-2.3032e-05,-1.6314e-05
901.01,1.4648e-07,-0.63293,-0.63293,0.0,-1.4395e-06,5.1342e-05,-1.8714e-05,-7.9653e-05,0.00010796,6.2379e-05,-5.95e-05,-2.1593e-05,-1.7754e-05
901.5,1.4343e-07,-0.63263,-0.63263,0.0,-1.4395e-06,5.1822e-05,-1.9673e-05,-7.9173e-05,0.00010796,6.0459e-05,-5.902e-05,-2.0153e-05,-1.8234e-05
902.01,8.8501e-08,-0.63293,-0.63293,0.0,-9.5967e-07,5.1342e-05,-2.1593e-05,-7.9173e-05,0.00010796,5.758e-05,-5.806e-05,-2.3032e-05,-2.0153e-05
902.5,8.5449e-08,-0.63232,-0.63232,0.0,0.0,4.9903e-05,-2.1593e-05,-7.9173e-05,0.00010556,5.758e-05,-5.6141e-05,-2.3032e-05,-1.9673e-05
903.01,-6.7139e-08,-0.63263,-0.63263,0.0,-9.5967e-07,4.6544e-05,-2.5431e-05,-8.0133e-05,0.00010173,5.6141e-05,-6.2379e-05,-2.5431e-05,-2.0633e-05
903.5,-9.4604e-08,-0.63263,-0.63263,0.0,-1.4395e-06,4.6544e-05,-2.6391e-05,-8.2532e-05,0.00010029,5.6621e-05,-6.4298e-05,-2.4472e-05,-1.9193e-05
904.01,-6.1035e-08,-0.63293,-0.63293,0.0,-1.9193e-06,4.4625e-05,-2.3032e-05,-8.3971e-05,9.8846e-05,6.0459e-05,-6.4778e-05,-2.3032e-05,-1.6794e-05
904.5,-7.9346e-08,-0.63263,-0.63263,0.0,-2.3992e-06,4.1266e-05,-2.1593e-05,-8.5891e-05,9.8846e-05,6.0459e-05,-6.5258e-05,-2.3032e-05,-1.4875e-05
905.01,2.1362e-08,-0.63263,-0.63263,0.0,-2.879e-06,4.5105e-05,-2.0153e-05,-8.4931e-05,0.00010268,6.2859e-05,-6.4778e-05,-2.1593e-05,-1.2956e-05
905.5,1.1292e-07,-0.63171,-0.63171,0.0,-3.3589e-06,4.8463e-05,-1.8234e-05,-8.3971e-05,0.00010556,6.3818e-05,-6.0939e-05,-2.1593e-05,-1.1996e-05
906.01,1.3733e-07,-0.63171,-0.63171,0.0,-2.879e-06,4.9903e-05,-1.7274e-05,-8.1092e-05,0.00010508,6.3338e-05,-6.0459e-05,-2.1593e-05,-1.3435e-05
906.5,1.3123e-07,-0.63232,-0.63232,0.0,-2.3992e-06,4.9423e-05,-1.8234e-05,-8.1092e-05,0.00010556,6.3338e-05,-5.998e-05,-2.2072e-05,-1.3915e-05
907.01,1.0986e-07,-0.63263,-0.63263,0.0,-2.3992e-06,5.0383e-05,-1.8714e-05,-7.9653e-05,0.00010508,6.1899e-05,-6.0459e-05,-2.3512e-05,-1.5355e-05
907.5,1.4038e-07,-0.63232,-0.63232,0.0,-2.879e-06,5.0383e-05,-1.8714e-05,-7.9653e-05,0.00010748,6.3818e-05,-5.95e-05,-2.2072e-05,-1.6794e-05
908.01,1.5259e-07,-0.63232,-0.63232,0.0,-2.3992e-06,5.0383e-05,-1.8234e-05,-7.8693e-05,0.00010844,6.0459e-05,-5.806e-05,-2.0153e-05,-1.7754e-05
908.5,1.1597e-07,-0.63293,-0.63293,0.0,-2.3992e-06,5.1822e-05,-2.2072e-05,-7.7733e-05,0.00010892,5.902e-05,-5.806e-05,-2.2072e-05,-1.9193e-05
909.01,5.4932e-08,-0.63232,-0.63232,0.0,-1.9193e-06,4.9903e-05,-2.3032e-05,-7.8213e-05,0.00010364,5.806e-05,-5.758e-05,-2.3512e-05,-1.8714e-05
909.5,-3.0518e-08,-0.63293,-0.63293,0.0,-9.5967e-07,4.7024e-05,-2.4951e-05,-7.7254e-05,0.00010125,5.5661e-05,-6.1899e-05,-2.3992e-05,-1.9673e-05
910.01,-8.5449e-08,-0.63232,-0.63232,0.0,-1.9193e-06,4.7024e-05,-2.4472e-05,-8.0133e-05,9.8846e-05,5.4221e-05,-6.3338e-05,-2.3512e-05,-2.0153e-05
910.5,-1.1597e-07,-0.63232,-0.63232,0.0,-2.879e-06,4.5584e-05,-2.4472e-05,-8.2532e-05,9.8366e-05,5.3742e-05,-6.2859e-05,-2.3032e-05,-2.0153e-05
911.01,-1.8005e-07,-0.63232,-0.63232,0.0,-1.9193e-06,4.4145e-05,-2.5911e-05,-8.5891e-05,9.7407e-05,5.3742e-05,-6.5738e-05,-2.3512e-05,-2.0633e-05
911.5,-1.8311e-07,-0.63263,-0.63263,0.0,-2.3992e-06,4.3185e-05,-2.4472e-05,-8.5891e-05,9.7887e-05,5.3262e-05,-6.5258e-05,-2.3992e-05,-2.1113e-05
912.01,-1.9531e-07,-0.63232,-0.63232,0.0,-2.3992e-06,4.3185e-05,-2.5431e-05,-8.5411e-05,9.7407e-05,5.2302e-05,-6.5258e-05,-2.4472e-05,-2.0633e-05
912.5,-1.8005e-07,-0.63263,-0.63263,0.0,-3.3589e-06,4.3185e-05,-2.5431e-05,-8.5891e-05,9.6927e-05,5.4221e-05,-6.6217e-05,-2.3032e-05,-1.8714e-05
913.01,-1.0376e-07,-0.63263,-0.63263,0.0,-3.3589e-06,4.4145e-05,-2.3512e-05,-8.5891e-05,9.6927e-05,5.95e-05,-6.4298e-05,-2.3032e-05,-1.6794e-05
913.5,-9.4604e-08,-0.63263,-0.63263,0.0,-3.3589e-06,4.2705e-05,-2.1593e-05,-8.5411e-05,9.5487e-05,6.0459e-05,-6.3338e-05,-2.3032e-05,-1.6794e-05
914.01,-3.0518e-08,-0.63202,-0.63202,0.0,-2.879e-06,4.4145e-05,-1.9673e-05,-8.3971e-05,9.7407e-05,6.2379e-05,-6.2379e-05,-2.2552e-05,-1.7274e-05
914.5,4.5776e-08,-0.63232,-0.63232,0.0,-3.8387e-06,4.7024e-05,-1.8234e-05,-8.4931e-05,0.00010125,6.4298e-05,-6.2379e-05,-2.0633e-05,-1.5355e-05
915.01,3.9673e-08,-0.63232,-0.63232,0.0,-3.8387e-06,4.8943e-05,-1.9673e-05,-8.6371e-05,0.00010173,6.3338e-05,-6.0939e-05,-2.1593e-05,-1.5355e-05
915.5,1.8311e-08,-0.63263,-0.63263,0.0,-4.3185e-06,4.8943e-05,-2.0633e-05,-8.6371e-05,0.00010221,6.1899e-05,-6.1899e-05,-2.1593e-05,-1.5355e-05
916.01,9.4604e-08,-0.63263,-0.63263,0.0,-3.8387e-06,5.1822e-05,-1.8714e-05,-8.3012e-05,0.00010316,6.2859e-05,-5.95e-05,-2.1593e-05,-1.6314e-05
916.5,1.0986e-07,-0.63263,-0.63263,0.0,-2.879e-06,5.0383e-05,-1.8714e-05,-8.2532e-05,0.00010412,6.1419e-05,-5.758e-05,-2.1113e-05,-1.5835e-05
917.01,1.6479e-07,-0.63202,-0.63202,0.0,-2.3992e-06,5.2782e-05,-1.6794e-05,-7.9653e-05,0.00010412,6.1419e-05,-5.5661e-05,-2.1593e-05,-1.6314e-05
917.5,1.7395e-07,-0.63232,-0.63232,0.0,-2.3992e-06,5.2782e-05,-1.7274e-05,-7.9653e-05,0.00010508,6.2379e-05,-5.6621e-05,-2.1113e-05,-1.5835e-05
918.01,2.5024e-07,-0.63263,-0.63263,0.0,-2.3992e-06,5.4221e-05,-1.5355e-05,-7.7733e-05,0.000107,6.5258e-05,-5.5661e-05,-1.9673e-05,-1.6314e-05
918.5,1.9226e-07,-0.63263,-0.63263,0.0,-1.9193e-06,5.3262e-05,-1.5835e-05,-7.6774e-05,0.00010556,6.0939e-05,-5.6621e-05,-1.9193e-05,-1.9193e-05
919.01,6.4087e-08,-0.63263,-0.63263,0.0,-9.5967e-07,4.9903e-05,-2.1113e-05,-7.9173e-05,0.00010508,5.71e-05,-5.758e-05,-2.1113e-05,-2.2072e-05
919.5,6.7139e-08,-0.63293,-0.63293,0.0,-4.7984e-07,5.1822e-05,-2.1593e-05,-7.7254e-05,0.00010412,5.4221e-05,-5.4701e-05,-2.3032e-05,-2.2552e-05
920.01,-9.1553e-09,-0.63293,-0.63293,0.0,-4.7984e-07,5.1342e-05,-2.3992e-05,-7.6774e-05,9.8846e-05,5.2302e-05,-5.5181e-05,-2.3992e-05,-2.3512e-05
920.5,-4.8828e-08,-0.63263,-0.63263,0.0,-9.5967e-07,4.7504e-05,-2.5431e-05,-7.6294e-05,9.7887e-05,5.3742e-05,-5.6621e-05,-2.4472e-05,-2.3032e-05
921.01,-1.77e-07,-0.63263,-0.63263,0.0,-4.7984e-07,4.5105e-05,-2.783e-05,-8.1092e-05,9.5967e-05,5.1822e-05,-6.0939e-05,-2.5911e-05,-2.4472e-05
921.5,-1.6479e-07,-0.63232,-0.63232,0.0,-1.4395e-06,4.6064e-05,-2.5431e-05,-8.1572e-05,9.5008e-05,5.1342e-05,-6.2379e-05,-2.4472e-05,-2.3032e-05
922.01,-1.77e-07,-0.63171,-0.63171,0.0,-1.4395e-06,4.6544e-05,-2.4472e-05,-8.2052e-05,9.3568e-05,5.0863e-05,-6.2859e-05,-2.4951e-05,-2.3032e-05
922.5,-1.4648e-07,-0.63263,-0.63263,0.0,-2.3992e-06,4.6064e-05,-2.3992e-05,-8.3012e-05,9.5487e-05,5.1822e-05,-6.1419e-05,-2.3512e-05,-2.2072e-05
923.01,-1.0986e-07,-0.63232,-0.63232,0.0,-3.3589e-06,4.7024e-05,-2.3032e-05,-8.1572e-05,9.5487e-05,5.1822e-05,-6.0459e-05,-2.2552e-05,-2.0633e-05
923.5,-1.3428e-07,-0.63263,-0.63263,0.0,-2.879e-06,4.7024e-05,-2.3512e-05,-8.0612e-05,9.3568e-05,5.1342e-05,-6.0459e-05,-2.4951e-05,-2.0633e-05
924.01,-6.4087e-08,-0.63232,-0.63232,0.0,-3.3589e-06,4.6544e-05,-2.0153e-05,-7.9653e-05,9.3568e-05,5.6141e-05,-6.0459e-05,-2.3992e-05,-1.8714e-05
924.5,-2.1362e-08,-0.63202,-0.63202,0.0,-3.3589e-06,4.5105e-05,-1.8714e-05,-8.1092e-05,9.5967e-05,5.902e-05,-6.0939e-05,-2.2552e-05,-1.6794e-05
925.01,1.5259e-08,-0.63263,-0.63263,0.0,-3.3589e-06,4.7024e-05,-1.8714e-05,-8.2052e-05,9.8846e-05,6.0939e-05,-6.2859e-05,-2.0633e-05,-1.6794e-05
925.5,6.4087e-08,-0.63293,-0.63293,0.0,-3.8387e-06,5.1342e-05,-1.7754e-05,-8.2532e-05,9.9806e-05,5.998e-05,-5.902e-05,-2.0633e-05,-1.7274e-05
926.01,8.8501e-08,-0.63263,-0.63263,0.0,-3.8387e-06,5.1342e-05,-1.8234e-05,-8.1092e-05,0.00010173,5.998e-05,-5.902e-05,-2.0633e-05,-1.6314e-05
926.5,1.4038e-07,-0.63202,-0.63202,0.0,-2.3992e-06,5.1822e-05,-1.7754e-05,-8.0133e-05,0.00010268,6.1419e-05,-5.758e-05,-2.0153e-05,-1.5835e-05
927.01,1.3733e-07,-0.63232,-0.63232,0.0,-1.9193e-06,5.3262e-05,-1.7754e-05,-7.9653e-05,0.00010173,5.998e-05,-5.6621e-05,-2.0633e-05,-1.6794e-05
927.5,1.3428e-07,-0.63263,-0.63263,0.0,-2.3992e-06,5.1342e-05,-1.7754e-05,-7.8213e-05,0.00010268,5.998e-05,-5.806e-05,-2.0153e-05,-1.6314e-05
928.01,1.5259e-07,-0.63232,-0.63232,0.0,-1.9193e-06,5.2302e-05,-1.7274e-05,-7.7733e-05,0.00010221,5.998e-05,-5.6621e-05,-2.0633e-05,-1.6314e-05
928.5,1.7395e-07,-0.63263,-0.63263,0.0,-1.4395e-06,5.4221e-05,-1.4875e-05,-7.4854e-05,0.00010125,5.902e-05,-5.4701e-05,-2.1593e-05,-1.9673e-05
929.01,1.3733e-07,-0.63202,-0.63202,0.0,-1.4395e-06,5.3742e-05,-1.5835e-05,-7.5334e-05,0.00010173,5.6621e-05,-5.6621e-05,-2.0153e-05,-2.1113e-05
929.5,9.1553e-08,-0.63171,-0.63171,0.0,-9.5967e-07,5.3262e-05,-2.0633e-05,-7.5334e-05,0.00010173,5.4701e-05,-5.5181e-05,-2.0633e-05,-2.2552e-05
930.01,9.1553e-08,-0.63202,-0.63202,0.0,-1.4395e-06,5.4701e-05,-2.1113e-05,-7.5814e-05,0.00010268,5.5181e-05,-5.5661e-05,-2.1113e-05,-2.3032e-05
930.5,7.6294e-08,-0.63232,-0.63232,0.0,-9.5967e-07,5.5181e-05,-2.1113e-05,-7.4854e-05,9.9326e-05,5.2302e-05,-5.2302e-05,-2.2072e-05,-2.3512e-05
931.01,4.5776e-08,-0.63232,-0.63232,0.0,-1.4395e-06,5.2782e-05,-2.2552e-05,-7.3415e-05,9.7407e-05,5.2302e-05,-5.2302e-05,-2.2552e-05,-2.3032e-05
931.5,-6.1035e-08,-0.63232,-0.63232,0.0,-9.5967e-07,4.9423e-05,-2.3992e-05,-7.6294e-05,9.4048e-05,5.0383e-05,-5.6141e-05,-2.3512e-05,-2.2552e-05
932.01,-6.7139e-08,-0.63202,-0.63202,0.0,-1.4395e-06,4.8463e-05,-2.2552e-05,-7.9653e-05,9.5008e-05,5.1342e-05,-5.71e-05,-2.3032e-05,-2.1593e-05
932.5,-1.6174e-07,-0.63232,-0.63232,0.0,-2.3992e-06,4.7024e-05,-2.4472e-05,-8.1572e-05,9.2129e-05,5.0383e-05,-5.998e-05,-2.3992e-05,-2.2552e-05
933.01,-1.5869e-07,-0.63263,-0.63263,0.0,-3.3589e-06,4.5584e-05,-2.4951e-05,-8.1092e-05,9.3088e-05,5.0383e-05,-6.0939e-05,-2.2072e-05,-2.1593e-05
933.5,-1.8921e-07,-0.63232,-0.63232,0.0,-3.8387e-06,4.5584e-05,-2.4951e-05,-8.3012e-05,9.3568e-05,4.8943e-05,-6.1899e-05,-2.2552e-05,-2.1593e-05
934.01,-1.0986e-07,-0.63232,-0.63232,0.0,-2.3992e-06,4.7024e-05,-2.3512e-05,-8.2052e-05,9.3568e-05,5.2302e-05,-6.0939e-05,-2.2072e-05,-1.9193e-05
934.5,-4.2725e-08,-0.63232,-0.63232,0.0,-3.3589e-06,4.7984e-05,-1.9673e-05,-7.9173e-05,9.3088e-05,5.4221e-05,-5.95e-05,-2.2552e-05,-1.7754e-05
935.01,-2.4414e-08,-0.63202,-0.63202,0.0,-3.3589e-06,4.6544e-05,-1.8234e-05,-7.9653e-05,9.4048e-05,5.4701e-05,-5.854e-05,-2.2072e-05,-1.7274e-05
935.5,0.0,-0.63202,-0.63202,0.0,-3.8387e-06,4.9903e-05,-1.7274e-05,-8.1572e-05,9.5008e-05,5.5661e-05,-5.854e-05,-2.2072e-05,-1.7274e-05
936.01,3.3569e-08,-0.63232,-0.63232,0.0,-3.8387e-06,5.0383e-05,-1.6794e-05,-7.9653e-05,9.6927e-05,5.5661e-05,-5.902e-05,-2.1593e-05,-1.6794e-05
936.5,8.2397e-08,-0.63202,-0.63202,0.0,-3.3589e-06,5.3742e-05,-1.7754e-05,-7.7733e-05,9.8366e-05,5.5661e-05,-5.806e-05,-2.1113e-05,-1.6794e-05
937.01,1.2512e-07,-0.63202,-0.63202,0.0,-2.879e-06,5.2302e-05,-1.7754e-05,-7.5814e-05,9.9806e-05,5.6141e-05,-5.5661e-05,-2.1113e-05,-1.5355e-05
937.5,1.4954e-07,-0.63232,-0.63232,0.0,-1.9193e-06,5.2302e-05,-1.6314e-05,-7.5334e-05,9.9326e-05,5.6621e-05,-5.3742e-05,-2.1593e-05,-1.5835e-05
938.01,1.2207e-07,-0.63202,-0.63202,0.0,-1.4395e-06,5.2302e-05,-1.6314e-05,-7.5814e-05,9.8846e-05,5.5661e-05,-5.3262e-05,-2.1113e-05,-1.9673e-05
938.5,7.9346e-08,-0.63232,-0.63232,0.0,-1.4395e-06,5.2302e-05,-1.8714e-05,-7.4854e-05,9.8846e-05,5.2302e-05,-5.4221e-05,-2.0633e-05,-2.1113e-05
939.01,2.1362e-08,-0.63232,-0.63232,0.0,-1.4395e-06,5.4221e-05,-2.1113e-05,-7.5814e-05,9.7887e-05,4.9903e-05,-5.3262e-05,-2.3512e-05,-2.3512e-05
939.5,9.1553e-09,-0.63263,-0.63263,0.0,-1.4395e-06,5.5661e-05,-2.2072e-05,-7.5814e-05,9.5487e-05,4.9903e-05,-5.3262e-05,-2.3992e-05,-2.3032e-05
940.01,-5.188e-08,-0.63263,-0.63263,0.0,-1.4395e-06,5.1342e-05,-2.3512e-05,-7.5334e-05,9.3088e-05,4.8463e-05,-5.4221e-05,-2.3512e-05,-2.3032e-05
940.5,-1.2207e-08,-0.63202,-0.63202,0.0,-1.9193e-06,4.9903e-05,-2.3032e-05,-7.3415e-05,9.5487e-05,5.0863e-05,-5.6621e-05,-2.2552e-05,-2.0633e-05
941.01,-4.2725e-08,-0.63232,-0.63232,0.0,-9.5967e-07,4.9423e-05,-2.2072e-05,-7.7733e-05,9.4528e-05,5.0383e-05,-5.806e-05,-2.2072e-05,-2.0153e-05
941.5,-7.3242e-08,-0.63202,-0.63202,0.0,-1.4395e-06,4.9903e-05,-2.3032e-05,-7.9173e-05,9.1649e-05,4.9423e-05,-5.71e-05,-2.2072e-05,-1.9673e-05
942.01,-1.5869e-07,-0.63263,-0.63263,0.0,-2.3992e-06,4.7504e-05,-2.3032e-05,-8.0612e-05,8.925e-05,4.7984e-05,-5.902e-05,-2.2552e-05,-2.2072e-05
942.5,-1.6479e-07,-0.63171,-0.63171,0.0,-2.879e-06,4.6064e-05,-2.3512e-05,-8.2052e-05,9.0209e-05,4.9423e-05,-5.95e-05,-2.2072e-05,-2.1593e-05
943.01,-1.9836e-07,-0.63141,-0.63141,0.0,-2.879e-06,4.6064e-05,-2.3992e-05,-8.2052e-05,8.877e-05,4.7504e-05,-6.0939e-05,-2.1593e-05,-2.2072e-05
943.5,-1.3428e-07,-0.63171,-0.63171,0.0,-2.879e-06,4.7024e-05,-2.2552e-05,-8.2052e-05,9.1169e-05,4.9423e-05,-5.998e-05,-2.1113e-05,-2.0153e-05
944.01,-1.4343e-07,-0.63232,-0.63232,0.0,-2.879e-06,4.6544e-05,-2.2552e-05,-8.3012e-05,9.0209e-05,4.8943e-05,-5.806e-05,-2.0633e-05,-2.1113e-05
944.5,-1.4038e-07,-0.63232,-0.63232,0.0,-3.3589e-06,4.6064e-05,-2.3032e-05,-8.3012e-05,9.0689e-05,4.9903e-05,-5.854e-05,-1.9673e-05,-2.1113e-05
945.01,-2.1973e-07,-0.63171,-0.63171,0.0,-3.3589e-06,4.6064e-05,-2.3512e-05,-8.3971e-05,8.781e-05,4.7504e-05,-6.0939e-05,-2.1593e-05,-2.2552e-05
945.5,-2.3193e-07,-0.63171,-0.63171,0.0,-3.3589e-06,4.5584e-05,-2.3512e-05,-8.3012e-05,8.877e-05,4.5584e-05,-6.0939e-05,-2.2552e-05,-2.3032e-05
946.01,-2.6855e-07,-0.63171,-0.63171,0.0,-3.8387e-06,4.4145e-05,-2.4951e-05,-8.3012e-05,8.829e-05,4.5105e-05,-6.2379e-05,-2.2552e-05,-2.3032e-05
946.5,-2.1362e-07,-0.63232,-0.63232,0.0,-3.3589e-06,4.5584e-05,-2.4472e-05,-8.2052e-05,8.877e-05,4.5584e-05,-5.95e-05,-2.2072e-05,-2.2072e-05
947.01,-1.8311e-07,-0.63263,-0.63263,0.0,-2.879e-06,4.5584e-05,-2.4472e-05,-8.0133e-05,8.877e-05,4.5105e-05,-5.998e-05,-2.1593e-05,-1.9193e-05
947.5,-1.9226e-07,-0.63232,-0.63232,0.0,-3.8387e-06,4.5584e-05,-2.4951e-05,-8.1572e-05,8.877e-05,4.6064e-05,-6.0939e-05,-2.1593e-05,-1.7754e-05
948.01,-1.5564e-07,-0.63293,-0.63293,0.0,-3.8387e-06,4.6064e-05,-2.4951e-05,-8.2052e-05,8.925e-05,4.8463e-05,-5.998e-05,-2.0633e-05,-1.6794e-05
948.5,-1.1292e-07,-0.63263,-0.63263,0.0,-3.8387e-06,4.6064e-05,-2.4951e-05,-8.0612e-05,9.0689e-05,5.1822e-05,-5.806e-05,-2.1593e-05,-1.7274e-05
949.01,-8.8501e-08,-0.63202,-0.63202,0.0,-3.3589e-06,4.5584e-05,-2.4472e-05,-8.0133e-05,9.0209e-05,5.3742e-05,-5.806e-05,-2.0633e-05,-1.6794e-05
949.5,-6.1035e-09,-0.63232,-0.63232,0.0,-3.3589e-06,4.7024e-05,-2.0633e-05,-8.0612e-05,9.1169e-05,5.6621e-05,-5.5661e-05,-1.9673e-05,-1.5835e-05
950.01,-1.0986e-07,-0.63171,-0.63171,0.0,-3.8387e-06,4.3665e-05,-2.1113e-05,-8.2532e-05,8.877e-05,5.6141e-05,-5.95e-05,-2.2552e-05,-1.6314e-05
950.5,-7.6294e-08,-0.63202,-0.63202,0.0,-3.3589e-06,4.4145e-05,-1.9673e-05,-8.0612e-05,8.733e-05,5.6141e-05,-5.758e-05,-2.1593e-05,-1.6794e-05
