Time,Total_I,Cell_E,Base_E,Group_E,"I_(1,1)","I_(2,1)","I_(3,1)","I_(1,2)","I_(2,2)","I_(3,2)","I_(1,3)","I_(2,3)","I_(3,3)"
11.004,1.1292e-07,-0.66437,-0.66437,0.0,-1.4395e-06,-3.3589e-06,-2.6871e-05,-2.1113e-05,-2.3032e-05,-2.0633e-05,-5.758e-06,3.6947e-05,8.3012e-05
11.501,1.4343e-07,-0.66437,-0.66437,0.0,-1.4395e-06,-2.3992e-06,-2.6391e-05,-2.0153e-05,-2.2552e-05,-2.0633e-05,-6.2379e-06,3.7427e-05,8.4931e-05
12.005,1.0986e-07,-0.66345,-0.66345,0.0,-4.7984e-07,-1.9193e-06,-2.6391e-05,-2.0153e-05,-2.2552e-05,-2.1113e-05,-8.6371e-06,3.5028e-05,8.3491e-05
12.501,9.1553e-08,-0.66376,-0.66376,0.0,-9.5967e-07,-1.9193e-06,-2.831e-05,-2.1593e-05,-2.0633e-05,-2.1113e-05,-9.1169e-06,3.5028e-05,8.3012e-05
13.005,7.9346e-08,-0.66406,-0.66406,0.0,-1.4395e-06,-1.4395e-06,-3.1189e-05,-2.1113e-05,-2.1113e-05,-2.1113e-05,-8.1572e-06,3.4068e-05,8.3971e-05
13.501,7.3242e-08,-0.66376,-0.66376,0.0,-9.5967e-07,-4.7984e-07,-3.3109e-05,-2.1113e-05,-2.0153e-05,-2.0153e-05,-1.0077e-05,3.2629e-05,8.4931e-05
14.005,3.9673e-08,-0.66437,-0.66437,0.0,-1.9193e-06,-9.5967e-07,-3.4068e-05,-2.2552e-05,-1.9193e-05,-1.9673e-05,-1.1516e-05,3.1669e-05,8.4451e-05
14.5,8.5449e-08,-0.66437,-0.66437,0.0,-1.9193e-06,0.0,-3.4068e-05,-2.1593e-05,-1.6794e-05,-1.8234e-05,-1.0556e-05,3.023e-05,8.6371e-05
15.004,2.1362e-08,-0.66437,-0.66437,0.0,-2.3992e-06,9.5967e-07,-3.4068e-05,-2.2552e-05,-1.7274e-05,-1.8714e-05,-1.2476e-05,2.5911e-05,8.3971e-05
15.501,4.2725e-08,-0.66437,-0.66437,0.0,-9.5967e-07,1.4395e-06,-3.2149e-05,-2.2552e-05,-1.7754e-05,-1.8234e-05,-1.1516e-05,2.4951e-05,8.3491e-05
16.004,-1.5259e-08,-0.66437,-0.66437,0.0,-4.7984e-07,9.5967e-07,-3.3109e-05,-2.3032e-05,-2.1593e-05,-1.8714e-05,-1.1516e-05,2.1593e-05,8.3491e-05
16.5,1.2207e-08,-0.66467,-0.66467,0.0,0.0,2.879e-06,-3.2629e-05,-2.2552e-05,-2.1593e-05,-1.8714e-05,-1.1036e-05,2.1113e-05,8.4451e-05
17.005,-1.2207e-08,-0.66437,-0.66437,0.0,-1.4395e-06,9.5967e-07,-3.2149e-05,-2.2552e-05,-2.2072e-05,-1.8234e-05,-1.2476e-05,2.1593e-05,8.4451e-05
17.501,-2.4414e-08,-0.66406,-0.66406,0.0,-4.7984e-07,0.0,-3.2149e-05,-2.2552e-05,-2.2072e-05,-1.8234e-05,-1.1996e-05,2.0633e-05,8.3012e-05
18.004,-2.7466e-08,-0.66406,-0.66406,0.0,-9.5967e-07,0.0,-3.2629e-05,-2.3032e-05,-2.1113e-05,-1.6794e-05,-1.3435e-05,2.0153e-05,8.3491e-05
18.501,-3.9673e-08,-0.66467,-0.66467,0.0,-1.4395e-06,-4.7984e-07,-3.2629e-05,-2.2072e-05,-2.1593e-05,-1.5835e-05,-1.6794e-05,1.9193e-05,8.5411e-05
19.006,-1.0376e-07,-0.66437,-0.66437,0.0,-1.9193e-06,-1.4395e-06,-3.2149e-05,-2.783e-05,-2.0633e-05,-1.5835e-05,-2.0633e-05,1.6314e-05,8.781e-05
19.501,-1.3428e-07,-0.66376,-0.66376,0.0,-2.879e-06,-1.9193e-06,-3.2629e-05,-2.975e-05,-2.0153e-05,-1.5835e-05,-2.2072e-05,1.5355e-05,8.877e-05
20.006,-1.8921e-07,-0.66345,-0.66345,0.0,-2.879e-06,-2.3992e-06,-3.4068e-05,-3.2629e-05,-1.9673e-05,-1.7274e-05,-2.3512e-05,1.3915e-05,8.877e-05
20.501,-2.0447e-07,-0.66345,-0.66345,0.0,-2.879e-06,-1.9193e-06,-3.3109e-05,-3.1669e-05,-2.0633e-05,-1.7754e-05,-2.4951e-05,1.3915e-05,8.685e-05
21.006,-1.4648e-07,-0.66284,-0.66284,0.0,-2.879e-06,-9.5967e-07,-3.1669e-05,-3.1189e-05,-1.8714e-05,-1.5835e-05,-2.3992e-05,1.3435e-05,8.877e-05
21.501,-1.9226e-07,-0.66284,-0.66284,0.0,-3.3589e-06,-2.3992e-06,-3.2149e-05,-3.2629e-05,-1.9673e-05,-1.5835e-05,-2.4951e-05,1.2476e-05,8.829e-05
22.006,-1.6479e-07,-0.66376,-0.66376,0.0,-3.8387e-06,-2.3992e-06,-3.2149e-05,-3.1669e-05,-1.8714e-05,-1.4395e-05,-2.5911e-05,1.2476e-05,9.0689e-05
22.501,-1.3428e-07,-0.66315,-0.66315,0.0,-3.8387e-06,-1.4395e-06,-3.071e-05,-3.2629e-05,-1.7274e-05,-1.2956e-05,-2.5911e-05,1.2476e-05,9.1169e-05
23.006,-1.77e-07,-0.66315,-0.66315,0.0,-3.8387e-06,-9.5967e-07,-3.2149e-05,-3.3109e-05,-1.8234e-05,-1.3435e-05,-2.6871e-05,9.5967e-06,9.1169e-05
23.501,-1.9531e-07,-0.66345,-0.66345,0.0,-3.8387e-06,-9.5967e-07,-3.2629e-05,-3.3589e-05,-1.7274e-05,-1.3915e-05,-2.7351e-05,9.1169e-06,8.9729e-05
24.006,-1.3428e-07,-0.66345,-0.66345,0.0,-3.8387e-06,0.0,-3.023e-05,-3.2629e-05,-1.5835e-05,-1.1996e-05,-2.783e-05,9.5967e-06,9.1649e-05
24.501,-1.6785e-07,-0.66345,-0.66345,0.0,-3.8387e-06,4.7984e-07,-3.023e-05,-3.3109e-05,-1.7274e-05,-1.2956e-05,-2.831e-05,8.1572e-06,9.0689e-05
25.006,-1.0986e-07,-0.66376,-0.66376,0.0,-3.3589e-06,1.4395e-06,-2.879e-05,-3.2629e-05,-1.5835e-05,-1.1996e-05,-2.783e-05,7.6774e-06,9.4048e-05
25.501,-1.8005e-07,-0.66315,-0.66315,0.0,-3.3589e-06,2.3992e-06,-3.071e-05,-3.5028e-05,-1.6314e-05,-1.2476e-05,-3.023e-05,6.7177e-06,9.0689e-05
26.006,-1.4954e-07,-0.66345,-0.66345,0.0,-3.3589e-06,2.3992e-06,-2.975e-05,-3.3589e-05,-1.5835e-05,-1.1036e-05,-3.071e-05,6.2379e-06,9.2129e-05
26.501,-1.4343e-07,-0.66315,-0.66315,0.0,-3.3589e-06,2.879e-06,-2.879e-05,-3.3109e-05,-1.5355e-05,-1.1516e-05,-3.023e-05,5.2782e-06,9.1649e-05
27.006,-1.8616e-07,-0.66345,-0.66345,0.0,-3.8387e-06,3.3589e-06,-2.927e-05,-3.5508e-05,-1.5355e-05,-1.1996e-05,-3.1669e-05,4.7984e-06,9.0209e-05
27.501,-2.1973e-07,-0.66315,-0.66315,0.0,-3.8387e-06,2.879e-06,-2.927e-05,-3.6947e-05,-1.4395e-05,-1.1516e-05,-3.2629e-05,3.8387e-06,8.733e-05
28.006,-2.4109e-07,-0.66345,-0.66345,0.0,-4.3185e-06,2.879e-06,-2.975e-05,-3.6468e-05,-1.3915e-05,-1.1996e-05,-3.4068e-05,3.8387e-06,8.5891e-05
28.501,-2.7161e-07,-0.66376,-0.66376,0.0,-4.3185e-06,3.3589e-06,-3.023e-05,-3.7427e-05,-1.3435e-05,-1.2476e-05,-3.5028e-05,2.3992e-06,8.4451e-05
29.006,-2.533e-07,-0.66345,-0.66345,0.0,-3.8387e-06,4.3185e-06,-2.879e-05,-3.7907e-05,-1.3435e-05,-1.2476e-05,-3.4068e-05,1.9193e-06,8.4451e-05
29.501,-1.8921e-07,-0.66315,-0.66315,0.0,-3.3589e-06,5.758e-06,-2.7351e-05,-3.7427e-05,-1.1516e-05,-1.0077e-05,-3.4068e-05,2.3992e-06,8.5891e-05
30.006,-2.3193e-07,-0.66223,-0.66223,0.0,-2.3992e-06,6.7177e-06,-2.783e-05,-3.8387e-05,-1.2956e-05,-1.1036e-05,-3.4068e-05,0.0,8.3491e-05
30.501,-1.9531e-07,-0.66223,-0.66223,0.0,-2.879e-06,7.6774e-06,-2.783e-05,-3.9347e-05,-1.1996e-05,-8.6371e-06,-3.2629e-05,9.5967e-07,8.3971e-05
31.006,-2.2888e-07,-0.66254,-0.66254,0.0,-2.3992e-06,7.6774e-06,-2.879e-05,-3.9347e-05,-1.2956e-05,-8.6371e-06,-3.4548e-05,0.0,8.3012e-05
31.501,-2.1667e-07,-0.66315,-0.66315,0.0,-3.3589e-06,8.1572e-06,-2.879e-05,-3.9826e-05,-1.1036e-05,-8.1572e-06,-3.5508e-05,0.0,8.4451e-05
32.006,-1.9836e-07,-0.66284,-0.66284,0.0,-2.879e-06,8.1572e-06,-2.783e-05,-3.8867e-05,-1.1036e-05,-7.6774e-06,-3.5988e-05,0.0,8.4931e-05
32.501,-1.709e-07,-0.66315,-0.66315,0.0,-2.879e-06,8.6371e-06,-2.7351e-05,-3.7907e-05,-1.0077e-05,-7.1975e-06,-3.6468e-05,0.0,8.6371e-05
33.007,-7.9346e-08,-0.66315,-0.66315,0.0,-2.879e-06,8.6371e-06,-2.5911e-05,-3.6947e-05,-8.6371e-06,-4.3185e-06,-3.5988e-05,1.9193e-06,9.1649e-05
33.502,-8.8501e-08,-0.66284,-0.66284,0.0,-3.3589e-06,8.1572e-06,-2.4951e-05,-3.8867e-05,-9.5967e-06,-2.879e-06,-3.7907e-05,9.5967e-07,9.4528e-05
34.007,-1.2207e-08,-0.66223,-0.66223,0.0,-3.8387e-06,1.0077e-05,-2.1593e-05,-3.8867e-05,-9.1169e-06,-4.7984e-07,-3.6468e-05,2.3992e-06,9.5967e-05
34.502,-6.1035e-08,-0.66284,-0.66284,0.0,-3.8387e-06,9.1169e-06,-2.2552e-05,-3.8387e-05,-1.1036e-05,-4.7984e-07,-3.7427e-05,9.5967e-07,9.4048e-05
35.007,-1.1597e-07,-0.66254,-0.66254,0.0,-3.8387e-06,8.1572e-06,-2.4472e-05,-3.9347e-05,-1.1996e-05,-9.5967e-07,-3.8867e-05,0.0,9.3088e-05
35.503,-1.0681e-07,-0.66223,-0.66223,0.0,-3.3589e-06,8.1572e-06,-2.4951e-05,-3.9347e-05,-1.1036e-05,-9.5967e-07,-3.9347e-05,0.0,9.4048e-05
36.007,-1.1292e-07,-0.66223,-0.66223,0.0,-2.879e-06,9.1169e-06,-2.3992e-05,-3.9347e-05,-1.1036e-05,-1.4395e-06,-3.9826e-05,-1.4395e-06,9.3088e-05
36.503,-1.0986e-07,-0.66193,-0.66193,0.0,-3.3589e-06,1.1036e-05,-2.4472e-05,-4.1266e-05,-1.0077e-05,0.0,-3.9826e-05,-2.3992e-06,9.3088e-05
37.007,-9.1553e-08,-0.66193,-0.66193,0.0,-2.879e-06,1.2476e-05,-2.3512e-05,-4.0306e-05,-9.5967e-06,4.7984e-07,-4.0786e-05,-4.3185e-06,9.4048e-05
37.503,-1.1902e-07,-0.66223,-0.66223,0.0,-3.3589e-06,1.2956e-05,-2.3512e-05,-4.0786e-05,-9.1169e-06,0.0,-4.1746e-05,-5.758e-06,9.2608e-05
38.007,-1.1902e-07,-0.66193,-0.66193,0.0,-4.3185e-06,1.2956e-05,-2.3032e-05,-4.1746e-05,-8.6371e-06,9.5967e-07,-4.2226e-05,-6.2379e-06,9.3568e-05
38.503,-1.1902e-07,-0.66193,-0.66193,0.0,-3.8387e-06,1.2956e-05,-2.5911e-05,-4.1266e-05,-6.7177e-06,1.4395e-06,-4.3185e-05,-6.2379e-06,9.4048e-05
39.007,-1.1902e-07,-0.66193,-0.66193,0.0,-3.3589e-06,1.3915e-05,-2.6871e-05,-4.2226e-05,-6.2379e-06,9.5967e-07,-4.2705e-05,-7.1975e-06,9.5008e-05
39.503,-1.2207e-07,-0.66162,-0.66162,0.0,-3.3589e-06,1.5355e-05,-2.6871e-05,-4.1266e-05,-6.7177e-06,4.7984e-07,-4.2226e-05,-8.1572e-06,9.3568e-05
40.007,-1.2207e-07,-0.66132,-0.66132,0.0,-3.3589e-06,1.5355e-05,-2.6871e-05,-4.2226e-05,-5.758e-06,4.7984e-07,-4.3665e-05,-7.6774e-06,9.4528e-05
40.502,-1.5259e-07,-0.66162,-0.66162,0.0,-3.8387e-06,1.6314e-05,-2.7351e-05,-4.3185e-05,-6.7177e-06,0.0,-4.4625e-05,-8.1572e-06,9.3568e-05
41.007,-1.5869e-07,-0.66101,-0.66101,0.0,-3.3589e-06,1.6314e-05,-2.7351e-05,-4.3185e-05,-6.7177e-06,0.0,-4.5105e-05,-9.5967e-06,9.4048e-05
41.502,-1.8005e-07,-0.66162,-0.66162,0.0,-3.8387e-06,1.7274e-05,-2.7351e-05,-4.4625e-05,-7.1975e-06,0.0,-4.5584e-05,-9.5967e-06,9.2608e-05
42.007,-1.709e-07,-0.66132,-0.66132,0.0,-4.3185e-06,1.7754e-05,-2.5431e-05,-4.5105e-05,-6.7177e-06,-4.7984e-07,-4.5105e-05,-1.0556e-05,9.3088e-05
42.502,-1.77e-07,-0.66132,-0.66132,0.0,-4.3185e-06,1.8714e-05,-2.6391e-05,-4.4145e-05,-6.7177e-06,-1.4395e-06,-4.5105e-05,-1.1036e-05,9.2608e-05
43.006,-1.5259e-07,-0.66132,-0.66132,0.0,-4.3185e-06,1.9193e-05,-2.6871e-05,-4.5105e-05,-5.2782e-06,0.0,-4.4145e-05,-1.1036e-05,9.3568e-05
43.503,-1.7395e-07,-0.66132,-0.66132,0.0,-3.3589e-06,2.0153e-05,-2.7351e-05,-4.5584e-05,-5.758e-06,-4.7984e-07,-4.5584e-05,-1.1516e-05,9.2129e-05
44.007,-1.7395e-07,-0.66162,-0.66162,0.0,-3.3589e-06,2.0153e-05,-2.7351e-05,-4.5584e-05,-6.2379e-06,0.0,-4.6544e-05,-1.1516e-05,9.3088e-05
44.502,-1.1902e-07,-0.66162,-0.66162,0.0,-3.3589e-06,2.2072e-05,-2.5431e-05,-4.4145e-05,-5.2782e-06,9.5967e-07,-4.5584e-05,-1.1996e-05,9.4048e-05
45.007,-1.2207e-07,-0.6604,-0.6604,0.0,-3.8387e-06,2.1593e-05,-2.5431e-05,-4.4145e-05,-3.8387e-06,1.4395e-06,-4.6544e-05,-1.1996e-05,9.3568e-05
45.503,-1.9531e-07,-0.66071,-0.66071,0.0,-3.3589e-06,2.0153e-05,-2.6871e-05,-4.6544e-05,-4.7984e-06,1.4395e-06,-4.9423e-05,-1.3435e-05,9.2129e-05
46.007,-1.3428e-07,-0.66071,-0.66071,0.0,-3.3589e-06,2.2072e-05,-2.6871e-05,-4.4625e-05,-3.3589e-06,2.3992e-06,-4.8943e-05,-1.2476e-05,9.4048e-05
46.503,-1.2817e-07,-0.66101,-0.66101,0.0,-3.3589e-06,2.3032e-05,-2.3992e-05,-4.5584e-05,-3.8387e-06,1.4395e-06,-4.7504e-05,-1.3435e-05,9.3088e-05
47.007,-1.0986e-07,-0.66132,-0.66132,0.0,-2.879e-06,2.4472e-05,-2.4472e-05,-4.4625e-05,-3.3589e-06,4.7984e-07,-4.8943e-05,-1.2476e-05,9.4528e-05
47.503,-1.3123e-07,-0.66101,-0.66101,0.0,-3.3589e-06,2.5431e-05,-2.4951e-05,-4.4625e-05,-2.879e-06,-1.4395e-06,-4.8943e-05,-1.3435e-05,9.3568e-05
48.007,-1.0986e-07,-0.66101,-0.66101,0.0,-3.3589e-06,2.5911e-05,-2.3032e-05,-4.5584e-05,-2.3992e-06,-1.4395e-06,-4.9423e-05,-1.2956e-05,9.5008e-05
48.503,-1.2207e-07,-0.66101,-0.66101,0.0,-4.3185e-06,2.5911e-05,-2.3992e-05,-4.5584e-05,-4.7984e-07,-2.3992e-06,-4.9903e-05,-1.3915e-05,9.5487e-05
49.007,-1.2512e-07,-0.66071,-0.66071,0.0,-3.3589e-06,2.5911e-05,-2.4951e-05,-4.5584e-05,0.0,-1.9193e-06,-4.9903e-05,-1.3915e-05,9.4048e-05
49.502,-1.6479e-07,-0.6604,-0.6604,0.0,-3.3589e-06,2.4951e-05,-2.5431e-05,-4.7024e-05,-4.7984e-07,-4.7984e-07,-5.1822e-05,-1.3915e-05,9.1649e-05
50.006,-2.1362e-07,-0.66101,-0.66101,0.0,-3.8387e-06,2.4472e-05,-2.5431e-05,-4.7504e-05,0.0,-4.7984e-07,-5.3262e-05,-1.4875e-05,8.733e-05
50.503,-2.1667e-07,-0.66101,-0.66101,0.0,-4.3185e-06,2.5911e-05,-2.4472e-05,-4.7984e-05,0.0,-9.5967e-07,-5.3742e-05,-1.5835e-05,8.733e-05
51.007,-1.9836e-07,-0.66071,-0.66071,0.0,-3.3589e-06,2.6871e-05,-2.3512e-05,-4.7984e-05,0.0,0.0,-5.3262e-05,-1.6794e-05,8.685e-05
51.503,-2.1362e-07,-0.66101,-0.66101,0.0,-3.3589e-06,2.6391e-05,-2.4951e-05,-4.7984e-05,0.0,9.5967e-07,-5.4221e-05,-1.7274e-05,8.685e-05
52.007,-2.2278e-07,-0.66071,-0.66071,0.0,-2.879e-06,2.6871e-05,-2.4472e-05,-4.8463e-05,0.0,0.0,-5.3742e-05,-1.7754e-05,8.5411e-05
52.503,-2.1973e-07,-0.66071,-0.66071,0.0,-2.879e-06,2.6871e-05,-2.4472e-05,-4.9423e-05,9.5967e-07,0.0,-5.4701e-05,-1.6794e-05,8.5891e-05
53.007,-2.533e-07,-0.66132,-0.66132,0.0,-2.879e-06,2.7351e-05,-2.4951e-05,-5.1342e-05,4.7984e-07,0.0,-5.6141e-05,-1.7274e-05,8.4931e-05
53.503,-2.2583e-07,-0.66132,-0.66132,0.0,-2.879e-06,2.831e-05,-2.4951e-05,-5.0383e-05,9.5967e-07,9.5967e-07,-5.5181e-05,-1.7754e-05,8.5411e-05
54.007,-1.77e-07,-0.66162,-0.66162,0.0,-2.879e-06,2.975e-05,-2.3992e-05,-4.8943e-05,1.4395e-06,1.4395e-06,-5.4221e-05,-1.7754e-05,8.733e-05
54.503,-2.2583e-07,-0.66132,-0.66132,0.0,-4.3185e-06,2.831e-05,-2.4951e-05,-4.9423e-05,1.9193e-06,1.9193e-06,-5.6621e-05,-1.8714e-05,8.6371e-05
55.007,-2.594e-07,-0.66071,-0.66071,0.0,-4.3185e-06,2.831e-05,-2.4472e-05,-5.1342e-05,9.5967e-07,1.4395e-06,-5.806e-05,-1.9193e-05,8.5891e-05
55.503,-2.0142e-07,-0.66071,-0.66071,0.0,-4.7984e-06,3.071e-05,-2.3032e-05,-4.8943e-05,2.879e-06,1.4395e-06,-5.5661e-05,-1.9193e-05,8.4931e-05
56.007,-1.709e-07,-0.66071,-0.66071,0.0,-4.3185e-06,3.071e-05,-2.2552e-05,-4.9423e-05,4.3185e-06,1.9193e-06,-5.6141e-05,-1.9193e-05,8.781e-05
56.502,-2.0447e-07,-0.6604,-0.6604,0.0,-4.3185e-06,3.1189e-05,-2.3512e-05,-5.0863e-05,2.879e-06,1.9193e-06,-5.758e-05,-2.1113e-05,8.925e-05
57.006,-2.0142e-07,-0.66071,-0.66071,0.0,-4.3185e-06,3.1189e-05,-2.4472e-05,-5.0863e-05,3.3589e-06,1.9193e-06,-5.71e-05,-2.2072e-05,9.0689e-05
57.503,-2.0752e-07,-0.6604,-0.6604,0.0,-4.3185e-06,3.1189e-05,-2.5431e-05,-5.1342e-05,2.879e-06,5.2782e-06,-5.854e-05,-2.3512e-05,9.1169e-05
58.007,-1.1597e-07,-0.66101,-0.66101,0.0,-3.8387e-06,3.2629e-05,-2.3992e-05,-5.0383e-05,3.8387e-06,9.1169e-06,-5.758e-05,-2.2072e-05,9.4048e-05
58.503,-1.2207e-07,-0.66101,-0.66101,0.0,-3.8387e-06,3.2149e-05,-2.2552e-05,-5.0383e-05,3.3589e-06,9.5967e-06,-5.902e-05,-2.2552e-05,9.4048e-05
59.007,-1.2207e-07,-0.6601,-0.6601,0.0,-4.3185e-06,3.071e-05,-2.0633e-05,-5.1822e-05,2.879e-06,1.1516e-05,-5.998e-05,-2.1593e-05,9.4048e-05
59.503,-1.3123e-07,-0.65979,-0.65979,0.0,-3.8387e-06,2.975e-05,-2.2072e-05,-5.2302e-05,3.3589e-06,1.2476e-05,-6.0459e-05,-2.2552e-05,9.5008e-05
60.007,-6.1035e-08,-0.66071,-0.66071,0.0,-4.3185e-06,3.3589e-05,-1.9673e-05,-5.2302e-05,6.2379e-06,1.3435e-05,-6.0459e-05,-2.2072e-05,9.5967e-05
60.502,-8.8501e-08,-0.6604,-0.6604,0.0,-3.8387e-06,3.5988e-05,-1.9673e-05,-5.5661e-05,7.1975e-06,1.2476e-05,-6.1419e-05,-2.3512e-05,9.4528e-05
61.007,2.1362e-08,-0.6601,-0.6601,0.0,-3.8387e-06,3.7907e-05,-1.9193e-05,-5.2782e-05,1.1516e-05,1.3915e-05,-5.902e-05,-2.1593e-05,9.6447e-05
61.503,4.5776e-08,-0.66071,-0.66071,0.0,-4.3185e-06,3.8867e-05,-1.9673e-05,-5.1822e-05,1.2956e-05,1.3435e-05,-5.758e-05,-2.1593e-05,9.6927e-05
62.007,1.0681e-07,-0.66071,-0.66071,0.0,-2.3992e-06,4.1266e-05,-1.7754e-05,-4.9423e-05,1.1996e-05,1.2956e-05,-5.5661e-05,-2.1593e-05,9.7407e-05
62.503,1.0376e-07,-0.6604,-0.6604,0.0,-1.9193e-06,4.1746e-05,-1.7754e-05,-4.8943e-05,1.1516e-05,1.3915e-05,-5.6141e-05,-2.2552e-05,9.6447e-05
63.007,1.2512e-07,-0.6604,-0.6604,0.0,-1.4395e-06,4.3185e-05,-1.7274e-05,-4.7984e-05,1.1516e-05,1.4395e-05,-5.5181e-05,-2.3032e-05,9.5487e-05
63.502,1.8311e-08,-0.6601,-0.6601,0.0,-1.9193e-06,3.9826e-05,-1.8234e-05,-5.0863e-05,1.1996e-05,1.3435e-05,-5.806e-05,-2.3512e-05,9.0209e-05
64.006,1.5259e-08,-0.6601,-0.6601,0.0,-1.9193e-06,4.1266e-05,-1.9193e-05,-5.2302e-05,1.2476e-05,1.1516e-05,-5.71e-05,-2.3032e-05,9.0689e-05
64.503,2.4414e-08,-0.6601,-0.6601,0.0,-1.9193e-06,4.2226e-05,-2.0633e-05,-5.0863e-05,1.2956e-05,1.1996e-05,-5.5181e-05,-2.4472e-05,8.9729e-05
65.007,-4.8828e-08,-0.65948,-0.65948,0.0,-2.3992e-06,4.2705e-05,-2.3992e-05,-5.0863e-05,1.2956e-05,1.0556e-05,-5.758e-05,-2.7351e-05,8.829e-05
