Time,Total_I,Cell_E,Base_E,Group_E,"I_(1,1)","I_(2,1)","I_(3,1)","I_(1,2)","I_(2,2)","I_(3,2)","I_(1,3)","I_(2,3)","I_(3,3)"
0.0,2.1362e-08,-0.66193,-0.66193,0.0,-9.5967e-07,4.7984e-06,-3.7427e-05,4.7984e-07,-4.7984e-07,-2.1593e-05,-2.4951e-05,5.1342e-05,3.2149e-05
0.504,-2.1362e-08,-0.66254,-0.66254,0.0,0.0,6.2379e-06,-3.6947e-05,0.0,-4.7984e-06,-2.3992e-05,-2.4472e-05,5.1822e-05,2.879e-05
1.0,-3.0518e-09,-0.66223,-0.66223,0.0,-4.7984e-07,5.758e-06,-3.6468e-05,-9.5967e-07,-5.2782e-06,-2.1113e-05,-2.5431e-05,5.2302e-05,3.1189e-05
1.504,-8.8501e-08,-0.66193,-0.66193,0.0,-9.5967e-07,1.9193e-06,-3.7907e-05,0.0,-7.1975e-06,-2.2072e-05,-2.5431e-05,4.8943e-05,2.879e-05
2.0,-1.1902e-07,-0.66162,-0.66162,0.0,-9.5967e-07,0.0,-3.7427e-05,4.7984e-07,-8.1572e-06,-2.1593e-05,-3.023e-05,4.8943e-05,3.023e-05
2.505,-1.4648e-07,-0.66162,-0.66162,0.0,-4.7984e-07,0.0,-3.5508e-05,0.0,-9.1169e-06,-2.2552e-05,-3.3109e-05,4.8463e-05,2.927e-05
3.001,-1.8616e-07,-0.66101,-0.66101,0.0,-9.5967e-07,-1.4395e-06,-3.4548e-05,-3.3589e-06,-9.5967e-06,-2.1593e-05,-3.5028e-05,4.8943e-05,2.831e-05
3.504,-2.0447e-07,-0.66162,-0.66162,0.0,-1.9193e-06,-1.9193e-06,-3.3589e-05,-4.3185e-06,-9.5967e-06,-2.1113e-05,-3.6468e-05,4.9423e-05,2.7351e-05
4.002,-2.0447e-07,-0.66162,-0.66162,0.0,-3.3589e-06,-2.879e-06,-2.927e-05,-7.6774e-06,-1.0077e-05,-2.1113e-05,-3.6947e-05,5.2302e-05,2.6871e-05
4.506,-1.8616e-07,-0.66132,-0.66132,0.0,-3.8387e-06,-4.7984e-06,-2.927e-05,-8.6371e-06,-1.1516e-05,-1.7274e-05,-3.7907e-05,5.4221e-05,2.975e-05
5.002,-1.2817e-07,-0.66162,-0.66162,0.0,-3.8387e-06,-4.7984e-06,-2.6871e-05,-1.0077e-05,-8.1572e-06,-1.5355e-05,-3.9347e-05,5.6621e-05,3.1669e-05
5.502,-4.5776e-08,-0.66162,-0.66162,0.0,-4.3185e-06,0.0,-2.3992e-05,-1.1036e-05,-6.7177e-06,-1.4395e-05,-3.7427e-05,5.854e-05,3.2149e-05
6.006,-6.1035e-09,-0.66132,-0.66132,0.0,-3.3589e-06,1.9193e-06,-2.3512e-05,-1.0556e-05,-5.758e-06,-1.5835e-05,-3.3109e-05,5.854e-05,3.071e-05
6.501,-3.0518e-09,-0.66101,-0.66101,0.0,-3.8387e-06,1.4395e-06,-2.4472e-05,-8.6371e-06,-6.2379e-06,-1.4875e-05,-3.3589e-05,5.806e-05,3.1669e-05
7.005,2.1362e-08,-0.66132,-0.66132,0.0,-2.879e-06,2.879e-06,-2.3992e-05,-7.1975e-06,-6.2379e-06,-1.5355e-05,-3.2629e-05,5.806e-05,3.071e-05
7.501,5.7983e-08,-0.66071,-0.66071,0.0,-2.3992e-06,3.3589e-06,-2.3992e-05,-5.758e-06,-5.758e-06,-1.2956e-05,-3.2149e-05,5.902e-05,2.975e-05
8.005,6.7139e-08,-0.66101,-0.66101,0.0,-2.3992e-06,4.3185e-06,-2.2552e-05,-4.3185e-06,-5.758e-06,-1.4395e-05,-3.071e-05,5.854e-05,2.783e-05
8.501,1.1292e-07,-0.66132,-0.66132,0.0,-1.9193e-06,4.7984e-06,-2.2072e-05,-2.3992e-06,-5.758e-06,-1.2956e-05,-2.927e-05,5.95e-05,2.783e-05
9.006,1.2512e-07,-0.66071,-0.66071,0.0,-1.9193e-06,4.3185e-06,-2.1113e-05,-2.879e-06,-4.7984e-06,-1.2476e-05,-2.831e-05,5.998e-05,2.6871e-05
9.502,1.4648e-07,-0.6604,-0.6604,0.0,-1.9193e-06,5.758e-06,-1.9193e-05,-1.9193e-06,-3.8387e-06,-1.2956e-05,-2.7351e-05,6.0939e-05,2.3512e-05
10.006,9.7656e-08,-0.66071,-0.66071,0.0,-9.5967e-07,6.2379e-06,-1.9193e-05,-2.3992e-06,-4.3185e-06,-1.8234e-05,-2.6871e-05,6.0459e-05,2.0633e-05
10.502,8.2397e-08,-0.66101,-0.66101,0.0,-9.5967e-07,6.7177e-06,-2.3512e-05,-4.7984e-07,-4.7984e-06,-2.0153e-05,-2.4951e-05,6.2379e-05,1.8714e-05
11.006,3.3569e-08,-0.66101,-0.66101,0.0,-1.4395e-06,6.2379e-06,-2.6391e-05,-4.7984e-07,-4.3185e-06,-2.0633e-05,-2.5911e-05,6.0459e-05,1.7754e-05
11.502,3.0518e-08,-0.66071,-0.66071,0.0,-9.5967e-07,7.1975e-06,-2.783e-05,0.0,-3.8387e-06,-2.2072e-05,-2.3512e-05,5.854e-05,1.7274e-05
12.006,-5.4932e-08,-0.6604,-0.6604,0.0,-4.7984e-07,4.3185e-06,-2.927e-05,-1.4395e-06,-7.6774e-06,-2.3032e-05,-2.3992e-05,5.6621e-05,1.6314e-05
12.502,-9.1553e-08,-0.66071,-0.66071,0.0,-9.5967e-07,1.9193e-06,-3.023e-05,0.0,-9.5967e-06,-2.3032e-05,-2.4472e-05,5.6621e-05,1.5355e-05
13.005,-1.0681e-07,-0.66101,-0.66101,0.0,-9.5967e-07,1.4395e-06,-2.831e-05,9.5967e-07,-1.1036e-05,-2.2552e-05,-2.6871e-05,5.5661e-05,1.4875e-05
13.501,-1.4038e-07,-0.6604,-0.6604,0.0,-9.5967e-07,1.4395e-06,-2.783e-05,-1.4395e-06,-1.1996e-05,-2.3512e-05,-2.831e-05,5.6621e-05,1.3915e-05
14.005,-2.8076e-07,-0.6601,-0.6601,0.0,-1.9193e-06,-1.9193e-06,-2.975e-05,-4.3185e-06,-1.4875e-05,-2.5431e-05,-3.023e-05,5.2782e-05,1.1516e-05
14.501,-3.0518e-07,-0.66071,-0.66071,0.0,-2.3992e-06,-3.3589e-06,-3.023e-05,-7.1975e-06,-1.3435e-05,-2.3992e-05,-3.3589e-05,5.5181e-05,1.1036e-05
15.006,-2.8687e-07,-0.6601,-0.6601,0.0,-3.3589e-06,-2.879e-06,-2.831e-05,-6.7177e-06,-1.3915e-05,-2.3512e-05,-3.2149e-05,5.6141e-05,9.5967e-06
15.502,-2.7771e-07,-0.66071,-0.66071,0.0,-3.8387e-06,-1.9193e-06,-2.7351e-05,-7.1975e-06,-1.3435e-05,-2.5431e-05,-3.1189e-05,5.6621e-05,1.0077e-05
16.006,-2.1667e-07,-0.66071,-0.66071,0.0,-4.3185e-06,-1.4395e-06,-2.5911e-05,-6.2379e-06,-1.2956e-05,-2.3992e-05,-3.023e-05,5.758e-05,1.3435e-05
16.502,-2.1057e-07,-0.66071,-0.66071,0.0,-3.3589e-06,-1.9193e-06,-2.5911e-05,-6.7177e-06,-1.4395e-05,-2.1593e-05,-3.1189e-05,5.6621e-05,1.5355e-05
17.006,-1.8311e-07,-0.66071,-0.66071,0.0,-3.8387e-06,-2.879e-06,-2.2072e-05,-6.7177e-06,-1.5835e-05,-2.1593e-05,-2.927e-05,5.806e-05,1.5355e-05
17.502,-1.0681e-07,-0.6604,-0.6604,0.0,-3.8387e-06,-2.879e-06,-2.0153e-05,-5.758e-06,-1.4395e-05,-1.8714e-05,-2.879e-05,6.1899e-05,1.5835e-05
18.006,-8.2397e-08,-0.66071,-0.66071,0.0,-3.3589e-06,-9.5967e-07,-1.9193e-05,-7.1975e-06,-1.3915e-05,-1.8234e-05,-2.927e-05,6.2859e-05,1.6314e-05
18.502,-2.7466e-08,-0.66071,-0.66071,0.0,-3.3589e-06,9.5967e-07,-1.8714e-05,-7.1975e-06,-1.1996e-05,-1.8234e-05,-2.6391e-05,6.5738e-05,1.4875e-05
19.006,4.5776e-08,-0.66071,-0.66071,0.0,-4.3185e-06,3.8387e-06,-1.7754e-05,-3.3589e-06,-1.1036e-05,-1.8234e-05,-2.2072e-05,6.6697e-05,1.3435e-05
19.501,7.3242e-08,-0.6601,-0.6601,0.0,-4.3185e-06,4.3185e-06,-1.7274e-05,-1.9193e-06,-1.0077e-05,-1.8234e-05,-2.1113e-05,6.7177e-05,1.2956e-05
20.006,9.1553e-08,-0.66071,-0.66071,0.0,-3.3589e-06,4.7984e-06,-1.8714e-05,0.0,-1.0556e-05,-1.8234e-05,-1.9673e-05,6.8137e-05,1.1996e-05
20.501,1.3123e-07,-0.66101,-0.66101,0.0,-2.3992e-06,5.2782e-06,-1.8714e-05,2.879e-06,-1.0556e-05,-1.7274e-05,-1.8234e-05,6.8617e-05,1.1036e-05
21.006,1.6785e-07,-0.66071,-0.66071,0.0,-1.4395e-06,5.758e-06,-1.7274e-05,4.3185e-06,-1.1036e-05,-1.9193e-05,-1.5835e-05,6.9096e-05,1.1996e-05
21.501,1.3123e-07,-0.66071,-0.66071,0.0,-9.5967e-07,5.2782e-06,-1.8714e-05,3.8387e-06,-1.1996e-05,-2.0153e-05,-1.5835e-05,6.8617e-05,1.0556e-05
22.006,1.8311e-07,-0.66071,-0.66071,0.0,-4.7984e-07,5.758e-06,-1.8234e-05,5.758e-06,-1.1516e-05,-1.8234e-05,-1.3435e-05,6.9576e-05,9.5967e-06
22.501,1.6479e-07,-0.6604,-0.6604,0.0,-4.7984e-07,5.758e-06,-1.8714e-05,6.7177e-06,-1.1036e-05,-1.9673e-05,-1.2476e-05,6.9096e-05,6.7177e-06
23.006,1.4038e-07,-0.65979,-0.65979,0.0,-4.7984e-07,6.2379e-06,-1.8714e-05,7.1975e-06,-1.1036e-05,-2.3992e-05,-1.1996e-05,6.9576e-05,5.2782e-06
23.502,8.2397e-08,-0.65948,-0.65948,0.0,-4.7984e-07,4.3185e-06,-2.3032e-05,6.7177e-06,-1.1516e-05,-2.5431e-05,-1.1996e-05,7.0056e-05,4.3185e-06
24.006,8.2397e-08,-0.65948,-0.65948,0.0,-4.7984e-07,6.2379e-06,-2.3512e-05,8.6371e-06,-1.1036e-05,-2.6871e-05,-1.1036e-05,6.9096e-05,1.9193e-06
24.502,2.4414e-08,-0.65948,-0.65948,0.0,0.0,6.2379e-06,-2.4472e-05,8.6371e-06,-1.3435e-05,-2.879e-05,-1.0077e-05,6.5738e-05,0.0
25.006,-5.4932e-08,-0.6601,-0.6601,0.0,-9.5967e-07,6.2379e-06,-2.831e-05,7.1975e-06,-1.6314e-05,-3.071e-05,-1.1036e-05,6.5258e-05,0.0
25.502,-3.9673e-08,-0.65979,-0.65979,0.0,-1.4395e-06,4.3185e-06,-2.7351e-05,7.6774e-06,-1.6794e-05,-2.927e-05,-8.6371e-06,6.5258e-05,0.0
26.006,-1.0681e-07,-0.65948,-0.65948,0.0,-9.5967e-07,9.5967e-07,-2.831e-05,9.1169e-06,-1.9193e-05,-3.071e-05,-1.0556e-05,6.3818e-05,-9.5967e-07
26.502,-1.4343e-07,-0.65979,-0.65979,0.0,-9.5967e-07,-4.7984e-07,-2.831e-05,9.1169e-06,-1.8714e-05,-3.023e-05,-1.5355e-05,6.3338e-05,-9.5967e-07
27.006,-1.5869e-07,-0.6604,-0.6604,0.0,0.0,-4.7984e-07,-2.783e-05,7.1975e-06,-2.0153e-05,-3.071e-05,-1.5835e-05,6.4298e-05,-1.4395e-06
27.501,-2.1362e-07,-0.6604,-0.6604,0.0,-1.4395e-06,-2.879e-06,-2.783e-05,5.758e-06,-2.0633e-05,-2.975e-05,-1.6794e-05,6.2379e-05,-2.3992e-06
28.006,-2.2278e-07,-0.6601,-0.6601,0.0,-2.3992e-06,-2.879e-06,-2.831e-05,5.758e-06,-2.0633e-05,-2.975e-05,-1.8234e-05,6.3338e-05,-1.9193e-06
28.501,-2.594e-07,-0.65948,-0.65948,0.0,-2.3992e-06,-4.3185e-06,-2.879e-05,3.3589e-06,-2.1593e-05,-3.023e-05,-1.9193e-05,6.3338e-05,-9.5967e-07
29.006,-2.8381e-07,-0.65948,-0.65948,0.0,-3.3589e-06,-3.3589e-06,-2.927e-05,3.3589e-06,-2.2552e-05,-3.1189e-05,-1.9193e-05,6.3338e-05,-2.3992e-06
29.502,-2.8687e-07,-0.65948,-0.65948,0.0,-4.3185e-06,-2.3992e-06,-2.879e-05,3.8387e-06,-2.3032e-05,-3.023e-05,-1.9193e-05,6.3338e-05,-4.3185e-06
30.005,-2.7161e-07,-0.65979,-0.65979,0.0,-4.3185e-06,-1.9193e-06,-2.6871e-05,3.3589e-06,-2.1593e-05,-3.2149e-05,-1.8234e-05,6.3818e-05,-4.7984e-06
30.502,-2.9297e-07,-0.65979,-0.65979,0.0,-4.7984e-06,-2.879e-06,-2.7351e-05,3.3589e-06,-2.3032e-05,-3.1669e-05,-1.7754e-05,6.3818e-05,-5.758e-06
31.005,-2.5635e-07,-0.6601,-0.6601,0.0,-4.7984e-06,-1.9193e-06,-2.6871e-05,3.8387e-06,-2.3512e-05,-3.2629e-05,-1.6794e-05,6.3818e-05,-1.4395e-06
31.502,-2.5635e-07,-0.6604,-0.6604,0.0,-4.3185e-06,-3.3589e-06,-2.831e-05,2.879e-06,-2.3512e-05,-3.1189e-05,-1.6314e-05,6.4298e-05,-4.7984e-07
32.006,-1.8921e-07,-0.6601,-0.6601,0.0,-3.8387e-06,-2.879e-06,-2.7351e-05,3.8387e-06,-2.1593e-05,-2.783e-05,-1.5835e-05,6.5738e-05,0.0
32.502,-1.9531e-07,-0.65979,-0.65979,0.0,-3.8387e-06,-2.879e-06,-2.5431e-05,5.2782e-06,-2.3512e-05,-2.783e-05,-1.6314e-05,6.3818e-05,0.0
33.006,-1.8005e-07,-0.65948,-0.65948,0.0,-3.8387e-06,-2.879e-06,-2.3512e-05,4.7984e-06,-2.3992e-05,-2.783e-05,-1.5835e-05,6.4298e-05,4.7984e-07
33.503,-3.0518e-08,-0.65979,-0.65979,0.0,-2.3992e-06,4.7984e-07,-2.3032e-05,1.0077e-05,-2.1113e-05,-2.6871e-05,-1.0077e-05,6.8617e-05,-4.7984e-07
34.006,1.0376e-07,-0.6604,-0.6604,0.0,-2.3992e-06,2.879e-06,-2.1113e-05,1.3915e-05,-1.9193e-05,-2.5911e-05,-5.758e-06,7.2935e-05,9.5967e-07
34.503,1.5259e-07,-0.6601,-0.6601,0.0,-1.4395e-06,3.3589e-06,-2.0153e-05,1.4875e-05,-1.7274e-05,-2.6391e-05,-3.8387e-06,7.4854e-05,0.0
35.006,1.77e-07,-0.65948,-0.65948,0.0,-1.4395e-06,3.8387e-06,-2.0633e-05,1.5355e-05,-1.7274e-05,-2.5431e-05,-3.8387e-06,7.6294e-05,9.5967e-07
35.502,1.8311e-07,-0.65948,-0.65948,0.0,-9.5967e-07,5.2782e-06,-1.9673e-05,1.7274e-05,-1.8234e-05,-2.6391e-05,-2.3992e-06,7.4375e-05,-4.7984e-07
36.007,2.1362e-07,-0.65918,-0.65918,0.0,-1.4395e-06,6.2379e-06,-1.7754e-05,1.7754e-05,-1.6794e-05,-2.5911e-05,-9.5967e-07,7.5334e-05,-2.879e-06
36.503,1.77e-07,-0.65948,-0.65948,0.0,-1.4395e-06,6.2379e-06,-1.7274e-05,1.7274e-05,-1.7274e-05,-2.927e-05,-9.5967e-07,7.5814e-05,-5.2782e-06
37.006,1.6785e-07,-0.65918,-0.65918,0.0,-1.4395e-06,6.2379e-06,-1.9193e-05,1.9673e-05,-1.7754e-05,-3.2149e-05,4.7984e-07,7.6294e-05,-5.758e-06
37.503,7.6294e-08,-0.65887,-0.65887,0.0,-9.5967e-07,5.758e-06,-2.4951e-05,1.8234e-05,-1.7754e-05,-3.5028e-05,-4.7984e-07,7.5814e-05,-8.6371e-06
38.007,5.188e-08,-0.65887,-0.65887,0.0,-9.5967e-07,6.7177e-06,-2.6871e-05,1.8234e-05,-1.8234e-05,-3.5028e-05,1.4395e-06,7.1975e-05,-9.1169e-06
38.503,-3.3569e-08,-0.65948,-0.65948,0.0,-9.5967e-07,4.7984e-06,-2.927e-05,1.9193e-05,-2.2552e-05,-3.6947e-05,2.879e-06,6.8137e-05,-1.0556e-05
39.007,-9.4604e-08,-0.65948,-0.65948,0.0,-1.4395e-06,2.879e-06,-2.975e-05,2.0633e-05,-2.4951e-05,-3.7907e-05,0.0,6.6697e-05,-1.1036e-05
39.503,-1.3428e-07,-0.65918,-0.65918,0.0,-9.5967e-07,4.7984e-07,-2.831e-05,1.8234e-05,-2.5911e-05,-3.7427e-05,-2.879e-06,6.7177e-05,-1.1516e-05
40.007,-1.3123e-07,-0.65918,-0.65918,0.0,-1.4395e-06,0.0,-2.7351e-05,1.7274e-05,-2.5431e-05,-3.6468e-05,-3.3589e-06,6.7177e-05,-1.1036e-05
40.503,-2.1667e-07,-0.65918,-0.65918,0.0,-1.9193e-06,-2.879e-06,-2.831e-05,1.4395e-05,-2.6391e-05,-3.6947e-05,-7.1975e-06,6.6697e-05,-1.1516e-05
41.006,-2.1057e-07,-0.65918,-0.65918,0.0,-2.879e-06,-2.3992e-06,-2.5911e-05,1.4395e-05,-2.5911e-05,-3.7427e-05,-7.1975e-06,6.7177e-05,-1.2956e-05
41.503,-2.6855e-07,-0.65887,-0.65887,0.0,-3.3589e-06,-3.3589e-06,-2.927e-05,1.1996e-05,-2.6871e-05,-3.7427e-05,-8.6371e-06,6.7177e-05,-1.2476e-05
42.008,-1.0681e-07,-0.65887,-0.65887,0.0,-3.3589e-06,-4.7984e-07,-2.6391e-05,1.4875e-05,-2.4472e-05,-3.4068e-05,-5.2782e-06,7.1975e-05,-9.5967e-06
42.503,6.1035e-08,-0.65857,-0.65857,0.0,-2.879e-06,2.879e-06,-2.3512e-05,1.8234e-05,-2.1593e-05,-3.1189e-05,-9.5967e-07,7.6294e-05,-7.6774e-06
43.0,1.4954e-07,-0.65887,-0.65887,0.0,-2.3992e-06,4.3185e-06,-2.1113e-05,2.1113e-05,-2.0633e-05,-2.975e-05,1.4395e-06,7.7254e-05,-6.7177e-06
43.503,1.77e-07,-0.65857,-0.65857,0.0,-1.4395e-06,5.2782e-06,-2.0153e-05,2.2552e-05,-1.9673e-05,-3.023e-05,2.3992e-06,7.7254e-05,-8.1572e-06
44.0,1.709e-07,-0.65857,-0.65857,0.0,-1.4395e-06,4.7984e-06,-1.7754e-05,2.2072e-05,-1.8714e-05,-3.3589e-05,3.3589e-06,7.8213e-05,-1.0077e-05
44.504,1.5259e-07,-0.65887,-0.65887,0.0,-1.4395e-06,6.7177e-06,-2.2552e-05,2.3512e-05,-1.8234e-05,-3.4548e-05,4.7984e-06,7.7733e-05,-1.1996e-05
45.0,5.7983e-08,-0.65918,-0.65918,0.0,-9.5967e-07,7.6774e-06,-2.5911e-05,2.3512e-05,-2.1593e-05,-3.8387e-05,6.7177e-06,7.2935e-05,-1.4875e-05
45.504,0.0,-0.65857,-0.65857,0.0,-4.7984e-07,5.2782e-06,-2.6391e-05,2.4472e-05,-2.4951e-05,-3.9826e-05,6.7177e-06,7.1016e-05,-1.5835e-05
46.0,-1.0376e-07,-0.65826,-0.65826,0.0,0.0,2.3992e-06,-2.831e-05,2.3032e-05,-2.7351e-05,-3.9826e-05,2.3992e-06,6.8137e-05,-1.6794e-05
46.504,-1.6174e-07,-0.65826,-0.65826,0.0,-9.5967e-07,1.9193e-06,-2.927e-05,2.2072e-05,-2.879e-05,-4.0306e-05,9.5967e-07,6.7657e-05,-1.8714e-05
47.0,-2.2583e-07,-0.65826,-0.65826,0.0,-1.4395e-06,-9.5967e-07,-2.879e-05,1.8714e-05,-2.783e-05,-4.1266e-05,-2.3992e-06,6.7657e-05,-1.9193e-05
47.504,-2.1362e-07,-0.65796,-0.65796,0.0,-1.9193e-06,-1.4395e-06,-2.927e-05,1.7274e-05,-2.6871e-05,-3.9347e-05,-2.879e-06,6.9096e-05,-1.8234e-05
48.0,-2.2888e-07,-0.65796,-0.65796,0.0,-2.879e-06,-1.4395e-06,-2.783e-05,1.5835e-05,-2.6871e-05,-3.8867e-05,-3.3589e-06,6.8617e-05,-1.9193e-05
48.504,-2.3193e-07,-0.65826,-0.65826,0.0,-3.3589e-06,-1.4395e-06,-2.783e-05,1.6314e-05,-2.7351e-05,-3.9826e-05,-4.3185e-06,7.0056e-05,-1.8714e-05
49.007,-2.3193e-07,-0.65796,-0.65796,0.0,-3.3589e-06,-1.9193e-06,-2.7351e-05,1.6314e-05,-2.831e-05,-4.1266e-05,-2.879e-06,6.8617e-05,-1.6314e-05
49.503,-2.1667e-07,-0.65796,-0.65796,0.0,-3.3589e-06,-2.3992e-06,-2.927e-05,1.8234e-05,-2.927e-05,-3.9347e-05,-4.7984e-07,6.8137e-05,-1.6314e-05
50.008,-1.9836e-07,-0.65826,-0.65826,0.0,-3.3589e-06,-2.3992e-06,-2.6871e-05,1.7754e-05,-2.831e-05,-3.7907e-05,-1.4395e-06,6.7657e-05,-1.6314e-05
50.504,-2.0447e-07,-0.65826,-0.65826,0.0,-3.3589e-06,-2.879e-06,-2.5911e-05,1.5835e-05,-2.879e-05,-3.7427e-05,-2.3992e-06,6.8617e-05,-1.5835e-05
51.0,-1.6785e-07,-0.65857,-0.65857,0.0,-3.3589e-06,-3.8387e-06,-2.4472e-05,1.5355e-05,-2.927e-05,-3.5988e-05,-2.879e-06,7.1975e-05,-1.3915e-05
51.504,-1.709e-07,-0.65857,-0.65857,0.0,-4.3185e-06,-4.3185e-06,-2.3512e-05,1.6794e-05,-2.879e-05,-3.7427e-05,-2.3992e-06,7.2935e-05,-1.5835e-05
52.008,-1.1292e-07,-0.65826,-0.65826,0.0,-3.8387e-06,-4.3185e-06,-2.1113e-05,1.6794e-05,-2.6391e-05,-3.6468e-05,-2.3992e-06,7.5334e-05,-1.5355e-05
52.504,-7.019e-08,-0.65826,-0.65826,0.0,-2.879e-06,0.0,-2.0633e-05,1.7754e-05,-2.5431e-05,-3.6468e-05,-3.3589e-06,7.6294e-05,-1.6314e-05
53.0,6.1035e-09,-0.65857,-0.65857,0.0,-3.3589e-06,2.3992e-06,-1.9193e-05,1.7274e-05,-2.4472e-05,-3.5028e-05,4.7984e-07,7.8693e-05,-1.5835e-05
53.504,5.7983e-08,-0.65826,-0.65826,0.0,-4.3185e-06,3.8387e-06,-1.8714e-05,2.0153e-05,-2.2552e-05,-3.5508e-05,3.3589e-06,7.9173e-05,-1.6314e-05
54.0,6.7139e-08,-0.65826,-0.65826,0.0,-3.3589e-06,3.8387e-06,-2.0153e-05,2.2552e-05,-2.3512e-05,-3.6468e-05,4.3185e-06,7.9653e-05,-1.6314e-05
54.504,1.1902e-07,-0.65765,-0.65765,0.0,-1.9193e-06,4.7984e-06,-2.0153e-05,2.5911e-05,-2.3512e-05,-3.6468e-05,7.6774e-06,7.9653e-05,-1.7274e-05
55.0,1.2817e-07,-0.65796,-0.65796,0.0,-1.9193e-06,4.7984e-06,-1.9673e-05,2.7351e-05,-2.3512e-05,-3.6468e-05,9.1169e-06,7.7733e-05,-1.7274e-05
55.504,1.1902e-07,-0.65704,-0.65704,0.0,-4.7984e-07,2.879e-06,-2.1113e-05,2.7351e-05,-2.3992e-05,-3.6468e-05,9.5967e-06,7.8213e-05,-1.7274e-05
56.008,1.5564e-07,-0.65704,-0.65704,0.0,-4.7984e-07,3.3589e-06,-2.0633e-05,2.6871e-05,-2.2552e-05,-3.5028e-05,1.0077e-05,8.0133e-05,-1.7274e-05
56.503,1.6785e-07,-0.65735,-0.65735,0.0,-9.5967e-07,4.3185e-06,-1.9673e-05,2.831e-05,-2.1593e-05,-3.4068e-05,1.1516e-05,7.9653e-05,-2.1113e-05
57.0,1.4038e-07,-0.65765,-0.65765,0.0,-9.5967e-07,5.758e-06,-1.9193e-05,2.831e-05,-2.2552e-05,-3.6468e-05,1.1996e-05,7.8693e-05,-2.3512e-05
57.503,1.3428e-07,-0.65765,-0.65765,0.0,-4.7984e-07,5.758e-06,-1.7274e-05,2.879e-05,-2.2072e-05,-3.9826e-05,1.1516e-05,8.0133e-05,-2.5431e-05
58.0,1.1597e-07,-0.65765,-0.65765,0.0,-4.7984e-07,6.2379e-06,-2.1593e-05,2.975e-05,-2.1593e-05,-4.1746e-05,1.3915e-05,8.0612e-05,-2.6871e-05
58.504,6.4087e-08,-0.65765,-0.65765,0.0,-9.5967e-07,6.7177e-06,-2.3992e-05,3.023e-05,-2.1593e-05,-4.3185e-05,1.3915e-05,7.7733e-05,-2.879e-05
59.0,6.1035e-09,-0.65796,-0.65796,0.0,-4.7984e-07,6.7177e-06,-2.4951e-05,2.975e-05,-2.4472e-05,-4.4625e-05,1.3915e-05,7.4854e-05,-2.975e-05
59.504,-4.2725e-08,-0.65765,-0.65765,0.0,-1.4395e-06,5.758e-06,-2.6871e-05,2.879e-05,-2.6871e-05,-4.4145e-05,1.3915e-05,7.2935e-05,-2.879e-05
60.0,-6.7139e-08,-0.65765,-0.65765,0.0,-9.5967e-07,3.3589e-06,-2.783e-05,2.975e-05,-2.927e-05,-4.4145e-05,1.5355e-05,7.1496e-05,-2.831e-05
60.504,-1.4038e-07,-0.65826,-0.65826,0.0,-4.7984e-07,9.5967e-07,-2.831e-05,2.975e-05,-3.1189e-05,-4.5584e-05,1.3915e-05,6.8617e-05,-2.975e-05
61.001,-1.8311e-08,-0.65826,-0.65826,0.0,-2.3992e-06,3.8387e-06,-2.1593e-05,2.3512e-05,-2.6871e-05,-4.2226e-05,1.3915e-05,7.5814e-05,-2.6871e-05
61.506,4.2725e-08,-0.65826,-0.65826,0.0,-3.3589e-06,4.7984e-06,-1.9193e-05,2.2552e-05,-2.4951e-05,-4.0306e-05,1.4875e-05,7.8213e-05,-2.5911e-05
62.001,8.2397e-08,-0.65796,-0.65796,0.0,-3.8387e-06,4.7984e-06,-1.8714e-05,2.6391e-05,-2.4951e-05,-3.8867e-05,1.4395e-05,7.9173e-05,-2.5431e-05
62.506,8.8501e-08,-0.65765,-0.65765,0.0,-4.3185e-06,5.2782e-06,-1.8234e-05,2.783e-05,-2.4951e-05,-3.9347e-05,1.4875e-05,7.9173e-05,-2.6391e-05
63.001,1.0376e-07,-0.65735,-0.65735,0.0,-4.3185e-06,6.2379e-06,-1.8234e-05,2.975e-05,-2.5431e-05,-4.0306e-05,1.6314e-05,7.8213e-05,-2.5911e-05
63.505,1.5564e-07,-0.65704,-0.65704,0.0,-3.3589e-06,6.2379e-06,-1.7274e-05,2.927e-05,-2.3512e-05,-3.8867e-05,1.6314e-05,8.0133e-05,-2.4472e-05
64.001,8.5449e-08,-0.65704,-0.65704,0.0,-3.8387e-06,5.2782e-06,-1.7754e-05,3.071e-05,-2.5911e-05,-4.0306e-05,1.4875e-05,7.7254e-05,-2.6871e-05
64.506,1.2817e-07,-0.65765,-0.65765,0.0,-3.8387e-06,7.1975e-06,-1.7754e-05,3.2149e-05,-2.5911e-05,-3.9347e-05,1.6794e-05,7.8213e-05,-2.7351e-05
65.002,1.1597e-07,-0.65704,-0.65704,0.0,-3.3589e-06,5.758e-06,-1.8234e-05,3.071e-05,-2.5431e-05,-3.9347e-05,1.7274e-05,7.7733e-05,-2.6871e-05
65.506,1.0986e-07,-0.65674,-0.65674,0.0,-3.8387e-06,3.8387e-06,-1.8234e-05,3.023e-05,-2.5431e-05,-3.8867e-05,1.7274e-05,7.8693e-05,-2.6391e-05
66.002,1.0986e-07,-0.65704,-0.65704,0.0,-3.8387e-06,3.3589e-06,-1.8234e-05,3.1669e-05,-2.6391e-05,-3.8867e-05,1.7754e-05,7.8693e-05,-2.6871e-05
