Time,Total_I,Cell_E,Base_E,Group_E,"I_(1,1)","I_(2,1)","I_(3,1)","I_(1,2)","I_(2,2)","I_(3,2)","I_(1,3)","I_(2,3)","I_(3,3)"
551.5,-1.9226e-07,-0.6015,-0.6015,0.0,1.3435e-05,-2.3992e-06,-4.7024e-05,4.0306e-05,1.9193e-06,6.7177e-06,-2.3992e-06,-1.8714e-05,-2.2072e-05
552.0,-1.77e-07,-0.6015,-0.6015,0.0,1.3435e-05,-2.3992e-06,-4.7024e-05,4.1266e-05,1.9193e-06,6.7177e-06,-1.4395e-06,-1.8234e-05,-2.2072e-05
552.5,-1.6785e-07,-0.60181,-0.60181,0.0,1.3435e-05,-1.4395e-06,-4.7024e-05,4.1266e-05,1.9193e-06,6.7177e-06,0.0,-1.8714e-05,-2.2552e-05
553.0,-1.5869e-07,-0.60181,-0.60181,0.0,1.3915e-05,-4.7984e-07,-4.7504e-05,4.0786e-05,2.3992e-06,6.7177e-06,0.0,-1.8714e-05,-2.2072e-05
553.5,-1.4648e-07,-0.60181,-0.60181,0.0,1.4395e-05,0.0,-4.7504e-05,4.1266e-05,2.879e-06,6.7177e-06,9.5967e-07,-1.8714e-05,-2.3032e-05
554.0,-1.3733e-07,-0.60181,-0.60181,0.0,1.3915e-05,4.7984e-07,-4.7504e-05,4.1266e-05,3.8387e-06,6.7177e-06,9.5967e-07,-1.8234e-05,-2.3032e-05
554.5,-1.0986e-07,-0.60181,-0.60181,0.0,1.4875e-05,1.4395e-06,-4.7984e-05,4.1746e-05,4.7984e-06,6.2379e-06,1.9193e-06,-1.7274e-05,-2.3032e-05
555.01,-1.0071e-07,-0.60211,-0.60211,0.0,1.4875e-05,1.4395e-06,-4.7504e-05,4.1746e-05,4.7984e-06,6.2379e-06,1.9193e-06,-1.6314e-05,-2.3032e-05
555.5,-9.1553e-08,-0.60181,-0.60181,0.0,1.4395e-05,1.9193e-06,-4.7504e-05,4.1746e-05,5.758e-06,6.2379e-06,1.4395e-06,-1.4875e-05,-2.3512e-05
556.01,-6.1035e-08,-0.60181,-0.60181,0.0,1.4875e-05,2.3992e-06,-4.6064e-05,4.1746e-05,6.2379e-06,7.1975e-06,1.9193e-06,-1.4395e-05,-2.3512e-05
556.5,-5.188e-08,-0.60181,-0.60181,0.0,1.4875e-05,1.9193e-06,-4.5105e-05,4.1746e-05,6.2379e-06,7.6774e-06,1.9193e-06,-1.3915e-05,-2.3512e-05
557.0,-2.7466e-08,-0.60181,-0.60181,0.0,1.5355e-05,2.3992e-06,-4.4145e-05,4.2226e-05,6.2379e-06,8.6371e-06,1.9193e-06,-1.4395e-05,-2.2552e-05
557.5,-3.0518e-09,-0.60211,-0.60211,0.0,1.5835e-05,2.3992e-06,-4.3665e-05,4.2705e-05,6.2379e-06,9.1169e-06,2.3992e-06,-1.3915e-05,-2.1593e-05
558.0,-1.5259e-08,-0.60181,-0.60181,0.0,1.5355e-05,1.9193e-06,-4.3665e-05,4.2226e-05,6.2379e-06,9.1169e-06,1.9193e-06,-1.3915e-05,-2.1593e-05
558.5,0.0,-0.60211,-0.60211,0.0,1.5355e-05,1.9193e-06,-4.3665e-05,4.2226e-05,6.7177e-06,1.0077e-05,1.9193e-06,-1.3435e-05,-2.1113e-05
559.0,9.1553e-09,-0.60211,-0.60211,0.0,1.5355e-05,1.9193e-06,-4.3185e-05,4.2705e-05,6.7177e-06,1.0077e-05,1.9193e-06,-1.2956e-05,-2.1113e-05
559.5,-3.0518e-09,-0.60211,-0.60211,0.0,1.3435e-05,1.4395e-06,-4.3185e-05,4.2226e-05,6.2379e-06,1.0556e-05,1.9193e-06,-1.2476e-05,-2.0633e-05
560.0,-1.2207e-08,-0.60211,-0.60211,0.0,1.1996e-05,1.9193e-06,-4.2705e-05,4.1266e-05,6.7177e-06,1.0556e-05,1.9193e-06,-1.2956e-05,-2.0633e-05
560.5,-2.1362e-08,-0.60211,-0.60211,0.0,1.1036e-05,1.9193e-06,-4.2705e-05,3.9826e-05,7.1975e-06,1.0556e-05,1.9193e-06,-1.2476e-05,-2.0633e-05
561.0,-5.188e-08,-0.60211,-0.60211,0.0,9.5967e-06,1.4395e-06,-4.2705e-05,3.8867e-05,6.7177e-06,1.1036e-05,4.7984e-07,-1.2956e-05,-2.0633e-05
561.5,-4.8828e-08,-0.60211,-0.60211,0.0,9.1169e-06,1.4395e-06,-4.1746e-05,3.7907e-05,7.1975e-06,1.1036e-05,0.0,-1.2956e-05,-1.9673e-05
562.0,-7.019e-08,-0.60211,-0.60211,0.0,9.1169e-06,4.7984e-07,-4.1746e-05,3.7427e-05,6.2379e-06,1.1516e-05,-1.4395e-06,-1.2956e-05,-1.9673e-05
562.5,-8.2397e-08,-0.60242,-0.60242,0.0,8.1572e-06,0.0,-4.1746e-05,3.6947e-05,6.7177e-06,1.1516e-05,-2.3992e-06,-1.2956e-05,-1.9193e-05
563.0,-9.7656e-08,-0.60211,-0.60211,0.0,7.6774e-06,-9.5967e-07,-4.2226e-05,3.6947e-05,6.7177e-06,1.1516e-05,-2.879e-06,-1.2956e-05,-1.9193e-05
563.5,-1.1597e-07,-0.60242,-0.60242,0.0,7.1975e-06,-1.9193e-06,-4.1746e-05,3.5988e-05,5.758e-06,1.1996e-05,-3.3589e-06,-1.3435e-05,-1.8714e-05
564.0,-1.2207e-07,-0.60211,-0.60211,0.0,7.6774e-06,-2.3992e-06,-4.2226e-05,3.6468e-05,4.7984e-06,1.1996e-05,-3.3589e-06,-1.3435e-05,-1.8714e-05
564.51,-9.1553e-08,-0.60211,-0.60211,0.0,8.6371e-06,-1.4395e-06,-4.1746e-05,3.7427e-05,4.7984e-06,1.1996e-05,-2.3992e-06,-1.2956e-05,-1.8714e-05
565.0,-7.3242e-08,-0.60211,-0.60211,0.0,9.1169e-06,-9.5967e-07,-4.1746e-05,3.7907e-05,5.2782e-06,1.1996e-05,-1.9193e-06,-1.2476e-05,-1.8714e-05
565.51,-4.2725e-08,-0.60181,-0.60181,0.0,1.0077e-05,0.0,-4.1266e-05,3.8867e-05,5.758e-06,1.1516e-05,-9.5967e-07,-1.1996e-05,-1.8714e-05
566.0,-3.9673e-08,-0.60211,-0.60211,0.0,9.5967e-06,0.0,-4.1746e-05,3.9347e-05,6.2379e-06,1.1516e-05,-4.7984e-07,-1.1996e-05,-1.8714e-05
566.5,-2.7466e-08,-0.60211,-0.60211,0.0,8.6371e-06,9.5967e-07,-4.1266e-05,3.9826e-05,6.2379e-06,1.1996e-05,-4.7984e-07,-1.1516e-05,-1.8714e-05
567.0,-4.2725e-08,-0.60211,-0.60211,0.0,7.6774e-06,9.5967e-07,-4.1746e-05,3.8867e-05,6.7177e-06,1.1516e-05,0.0,-1.1516e-05,-1.9193e-05
567.5,-5.188e-08,-0.60211,-0.60211,0.0,6.7177e-06,9.5967e-07,-4.1746e-05,3.7907e-05,6.7177e-06,1.1516e-05,0.0,-1.1516e-05,-1.8714e-05
568.0,-6.4087e-08,-0.60211,-0.60211,0.0,6.7177e-06,9.5967e-07,-4.1746e-05,3.6947e-05,6.7177e-06,1.1516e-05,-9.5967e-07,-1.1516e-05,-1.8714e-05
568.51,-7.019e-08,-0.60211,-0.60211,0.0,6.7177e-06,9.5967e-07,-4.1266e-05,3.6468e-05,6.7177e-06,1.1996e-05,-1.9193e-06,-1.1516e-05,-1.9193e-05
569.0,-8.8501e-08,-0.60211,-0.60211,0.0,6.7177e-06,4.7984e-07,-4.1266e-05,3.5988e-05,6.2379e-06,1.1996e-05,-2.879e-06,-1.1996e-05,-1.9193e-05
569.51,-9.4604e-08,-0.60211,-0.60211,0.0,6.7177e-06,0.0,-4.0786e-05,3.5988e-05,5.758e-06,1.1996e-05,-3.3589e-06,-1.1996e-05,-1.9193e-05
570.0,-1.1292e-07,-0.60211,-0.60211,0.0,7.1975e-06,-9.5967e-07,-4.1266e-05,3.5988e-05,4.7984e-06,1.1996e-05,-3.8387e-06,-1.2476e-05,-1.9193e-05
570.5,-1.2207e-07,-0.60242,-0.60242,0.0,7.1975e-06,-1.4395e-06,-4.1266e-05,3.5988e-05,3.8387e-06,1.1996e-05,-3.3589e-06,-1.2956e-05,-1.9193e-05
571.0,-1.4343e-07,-0.60242,-0.60242,0.0,7.1975e-06,-1.9193e-06,-4.1266e-05,3.5988e-05,2.879e-06,1.1996e-05,-3.8387e-06,-1.3915e-05,-1.9673e-05
571.51,-1.5259e-07,-0.60242,-0.60242,0.0,7.1975e-06,-1.9193e-06,-4.1746e-05,3.5508e-05,2.879e-06,1.1996e-05,-3.8387e-06,-1.4395e-05,-1.9673e-05
572.0,-1.77e-07,-0.60211,-0.60211,0.0,6.7177e-06,-2.3992e-06,-4.2705e-05,3.5028e-05,2.3992e-06,1.1996e-05,-4.3185e-06,-1.4875e-05,-1.9673e-05
572.5,-2.0142e-07,-0.60211,-0.60211,0.0,6.7177e-06,-2.3992e-06,-4.3665e-05,3.4548e-05,1.9193e-06,1.1036e-05,-4.7984e-06,-1.5355e-05,-1.9673e-05
573.0,-2.1973e-07,-0.60211,-0.60211,0.0,6.2379e-06,-2.3992e-06,-4.4145e-05,3.4548e-05,1.4395e-06,9.5967e-06,-4.3185e-06,-1.5355e-05,-2.0153e-05
573.51,-2.3499e-07,-0.60211,-0.60211,0.0,6.7177e-06,-2.879e-06,-4.4625e-05,3.4548e-05,1.4395e-06,8.6371e-06,-4.7984e-06,-1.5835e-05,-2.0153e-05
574.0,-2.4414e-07,-0.60211,-0.60211,0.0,6.2379e-06,-2.3992e-06,-4.5105e-05,3.4548e-05,1.4395e-06,8.1572e-06,-4.7984e-06,-1.5835e-05,-2.0633e-05
574.51,-2.594e-07,-0.60211,-0.60211,0.0,5.758e-06,-2.3992e-06,-4.5105e-05,3.4068e-05,1.4395e-06,7.6774e-06,-4.7984e-06,-1.6314e-05,-2.1113e-05
575.0,-2.6855e-07,-0.60211,-0.60211,0.0,5.758e-06,-2.3992e-06,-4.5584e-05,3.3589e-05,1.4395e-06,7.1975e-06,-4.7984e-06,-1.5835e-05,-2.1593e-05
575.51,-2.7466e-07,-0.60211,-0.60211,0.0,5.758e-06,-2.3992e-06,-4.6064e-05,3.4068e-05,1.4395e-06,6.7177e-06,-4.7984e-06,-1.5835e-05,-2.2072e-05
576.0,-2.8381e-07,-0.60211,-0.60211,0.0,5.758e-06,-2.879e-06,-4.5584e-05,3.4068e-05,9.5967e-07,6.2379e-06,-4.7984e-06,-1.5835e-05,-2.2552e-05
576.51,-2.8992e-07,-0.60211,-0.60211,0.0,5.758e-06,-2.879e-06,-4.6064e-05,3.4548e-05,9.5967e-07,5.758e-06,-4.7984e-06,-1.5835e-05,-2.3032e-05
577.0,-2.9602e-07,-0.60242,-0.60242,0.0,6.2379e-06,-2.879e-06,-4.6064e-05,3.4068e-05,4.7984e-07,5.758e-06,-5.2782e-06,-1.5835e-05,-2.3032e-05
577.5,-3.0212e-07,-0.60242,-0.60242,0.0,6.2379e-06,-2.879e-06,-4.6064e-05,3.3589e-05,0.0,5.758e-06,-5.2782e-06,-1.5835e-05,-2.3032e-05
578.0,-3.0823e-07,-0.60242,-0.60242,0.0,6.2379e-06,-2.879e-06,-4.6544e-05,3.3589e-05,0.0,5.758e-06,-5.2782e-06,-1.5835e-05,-2.3512e-05
578.51,-3.1128e-07,-0.60242,-0.60242,0.0,6.2379e-06,-2.879e-06,-4.6064e-05,3.3589e-05,0.0,5.2782e-06,-5.2782e-06,-1.5835e-05,-2.3992e-05
579.0,-3.0823e-07,-0.60242,-0.60242,0.0,6.7177e-06,-2.879e-06,-4.6064e-05,3.3589e-05,0.0,5.2782e-06,-5.758e-06,-1.5835e-05,-2.3512e-05
579.51,-3.1433e-07,-0.60242,-0.60242,0.0,6.2379e-06,-2.879e-06,-4.6064e-05,3.3109e-05,0.0,5.2782e-06,-5.758e-06,-1.6314e-05,-2.3032e-05
580.0,-3.1128e-07,-0.60242,-0.60242,0.0,6.7177e-06,-2.879e-06,-4.6064e-05,3.3109e-05,0.0,4.7984e-06,-5.758e-06,-1.5835e-05,-2.3032e-05
580.51,-3.0823e-07,-0.60242,-0.60242,0.0,6.7177e-06,-2.879e-06,-4.5584e-05,3.3109e-05,0.0,4.7984e-06,-5.758e-06,-1.5835e-05,-2.3032e-05
581.0,-3.0823e-07,-0.60242,-0.60242,0.0,7.1975e-06,-3.3589e-06,-4.5584e-05,3.3109e-05,0.0,5.2782e-06,-5.758e-06,-1.5835e-05,-2.3512e-05
581.51,-3.1433e-07,-0.60211,-0.60211,0.0,6.7177e-06,-3.3589e-06,-4.5584e-05,3.3109e-05,0.0,4.7984e-06,-5.758e-06,-1.5835e-05,-2.3512e-05
582.0,-3.1128e-07,-0.60211,-0.60211,0.0,7.1975e-06,-3.3589e-06,-4.6064e-05,3.3109e-05,0.0,4.7984e-06,-5.758e-06,-1.5835e-05,-2.3032e-05
582.5,-3.0212e-07,-0.60211,-0.60211,0.0,7.6774e-06,-3.3589e-06,-4.6064e-05,3.3109e-05,0.0,5.2782e-06,-5.2782e-06,-1.5835e-05,-2.3032e-05
583.0,-2.8687e-07,-0.60211,-0.60211,0.0,9.1169e-06,-3.3589e-06,-4.6064e-05,3.3109e-05,0.0,5.2782e-06,-5.2782e-06,-1.5355e-05,-2.2552e-05
583.5,-2.7161e-07,-0.60242,-0.60242,0.0,1.0556e-05,-3.3589e-06,-4.6064e-05,3.3589e-05,0.0,5.2782e-06,-5.2782e-06,-1.5355e-05,-2.2072e-05
584.0,-2.5635e-07,-0.60242,-0.60242,0.0,1.1996e-05,-2.879e-06,-4.6064e-05,3.4068e-05,0.0,4.7984e-06,-4.7984e-06,-1.5355e-05,-2.2072e-05
584.51,-2.4719e-07,-0.60242,-0.60242,0.0,1.2476e-05,-2.3992e-06,-4.6064e-05,3.4548e-05,0.0,4.7984e-06,-4.3185e-06,-1.5355e-05,-2.2552e-05
585.0,-2.4109e-07,-0.60242,-0.60242,0.0,1.2956e-05,-2.879e-06,-4.5584e-05,3.5028e-05,0.0,5.2782e-06,-4.7984e-06,-1.5355e-05,-2.2552e-05
585.51,-2.3804e-07,-0.60272,-0.60272,0.0,1.3435e-05,-2.879e-06,-4.5584e-05,3.5028e-05,0.0,5.2782e-06,-4.7984e-06,-1.5355e-05,-2.2552e-05
586.0,-2.2278e-07,-0.60272,-0.60272,0.0,1.3915e-05,-2.3992e-06,-4.5105e-05,3.5988e-05,0.0,4.7984e-06,-4.3185e-06,-1.5355e-05,-2.2552e-05
586.51,-2.1362e-07,-0.60272,-0.60272,0.0,1.4395e-05,-1.9193e-06,-4.5105e-05,3.6468e-05,0.0,4.7984e-06,-3.8387e-06,-1.5355e-05,-2.3032e-05
587.0,-1.9836e-07,-0.60272,-0.60272,0.0,1.3915e-05,-1.9193e-06,-4.5105e-05,3.6468e-05,4.7984e-07,5.2782e-06,-1.9193e-06,-1.5835e-05,-2.2552e-05
587.51,-1.8616e-07,-0.60303,-0.60303,0.0,1.3915e-05,-1.4395e-06,-4.5105e-05,3.6468e-05,9.5967e-07,5.2782e-06,-9.5967e-07,-1.5835e-05,-2.2552e-05
588.0,-1.5869e-07,-0.60303,-0.60303,0.0,1.4875e-05,-9.5967e-07,-4.4625e-05,3.7427e-05,1.4395e-06,5.758e-06,0.0,-1.6314e-05,-2.2552e-05
588.51,-1.5259e-07,-0.60303,-0.60303,0.0,1.4395e-05,-9.5967e-07,-4.4625e-05,3.7427e-05,1.4395e-06,5.758e-06,9.5967e-07,-1.6314e-05,-2.2072e-05
589.0,-1.4343e-07,-0.60303,-0.60303,0.0,1.4875e-05,-4.7984e-07,-4.4625e-05,3.7427e-05,1.4395e-06,5.758e-06,1.4395e-06,-1.5835e-05,-2.2552e-05
589.51,-1.4648e-07,-0.60272,-0.60272,0.0,1.4395e-05,-4.7984e-07,-4.5584e-05,3.6947e-05,1.4395e-06,5.758e-06,1.9193e-06,-1.5355e-05,-2.2072e-05
590.0,-1.3123e-07,-0.60303,-0.60303,0.0,1.4395e-05,-4.7984e-07,-4.5105e-05,3.7427e-05,1.9193e-06,6.2379e-06,2.3992e-06,-1.5355e-05,-2.2072e-05
590.51,-1.3733e-07,-0.60303,-0.60303,0.0,1.4395e-05,-9.5967e-07,-4.5105e-05,3.7427e-05,1.4395e-06,6.2379e-06,2.879e-06,-1.5835e-05,-2.2072e-05
591.0,-1.3123e-07,-0.60303,-0.60303,0.0,1.4395e-05,-4.7984e-07,-4.4625e-05,3.7427e-05,1.4395e-06,6.2379e-06,2.879e-06,-1.5835e-05,-2.2072e-05
591.5,-1.2207e-07,-0.60303,-0.60303,0.0,1.4395e-05,0.0,-4.5105e-05,3.7427e-05,1.9193e-06,6.2379e-06,3.3589e-06,-1.5835e-05,-2.1593e-05
592.0,-1.2817e-07,-0.60303,-0.60303,0.0,1.4395e-05,-4.7984e-07,-4.5105e-05,3.7907e-05,1.4395e-06,6.2379e-06,3.3589e-06,-1.6314e-05,-2.1593e-05
592.51,-1.2817e-07,-0.60303,-0.60303,0.0,1.4395e-05,0.0,-4.5105e-05,3.7427e-05,1.4395e-06,6.2379e-06,3.3589e-06,-1.6314e-05,-2.1593e-05
593.0,-1.1902e-07,-0.60272,-0.60272,0.0,1.4395e-05,0.0,-4.5105e-05,3.7427e-05,1.9193e-06,6.2379e-06,3.8387e-06,-1.5835e-05,-2.1593e-05
593.51,-1.3428e-07,-0.60303,-0.60303,0.0,1.3915e-05,0.0,-4.6064e-05,3.6947e-05,1.9193e-06,5.758e-06,3.8387e-06,-1.5355e-05,-2.2072e-05
594.0,-1.2207e-07,-0.60303,-0.60303,0.0,1.4395e-05,0.0,-4.5584e-05,3.7907e-05,1.9193e-06,5.758e-06,3.8387e-06,-1.5355e-05,-2.2072e-05
594.51,-1.2512e-07,-0.60303,-0.60303,0.0,1.4395e-05,0.0,-4.5584e-05,3.7427e-05,1.9193e-06,5.758e-06,3.8387e-06,-1.5355e-05,-2.2072e-05
595.0,-1.2817e-07,-0.60303,-0.60303,0.0,1.4395e-05,4.7984e-07,-4.5584e-05,3.7427e-05,1.9193e-06,5.2782e-06,3.8387e-06,-1.5835e-05,-2.2072e-05
595.51,-1.2207e-07,-0.60303,-0.60303,0.0,1.4395e-05,4.7984e-07,-4.5105e-05,3.6947e-05,1.9193e-06,5.758e-06,4.3185e-06,-1.5835e-05,-2.2072e-05
596.0,-1.2207e-07,-0.60303,-0.60303,0.0,1.4395e-05,4.7984e-07,-4.5584e-05,3.6947e-05,2.3992e-06,5.758e-06,4.7984e-06,-1.6314e-05,-2.2072e-05
596.51,-1.2817e-07,-0.60333,-0.60333,0.0,1.3915e-05,4.7984e-07,-4.5105e-05,3.6468e-05,1.9193e-06,6.2379e-06,3.8387e-06,-1.5835e-05,-2.2072e-05
597.0,-1.1292e-07,-0.60333,-0.60333,0.0,1.3915e-05,4.7984e-07,-4.4625e-05,3.6947e-05,1.9193e-06,6.2379e-06,4.7984e-06,-1.5835e-05,-2.1593e-05
597.51,-1.2512e-07,-0.60333,-0.60333,0.0,1.3915e-05,4.7984e-07,-4.4625e-05,3.6947e-05,1.4395e-06,6.2379e-06,4.3185e-06,-1.6314e-05,-2.2072e-05
598.0,-1.3123e-07,-0.60303,-0.60303,0.0,1.3915e-05,0.0,-4.5105e-05,3.6947e-05,1.4395e-06,6.2379e-06,4.3185e-06,-1.6314e-05,-2.2072e-05
598.5,-1.3123e-07,-0.60303,-0.60303,0.0,1.4395e-05,0.0,-4.5105e-05,3.6947e-05,1.4395e-06,5.758e-06,4.3185e-06,-1.6314e-05,-2.2072e-05
599.0,-1.2512e-07,-0.60333,-0.60333,0.0,1.4875e-05,0.0,-4.5105e-05,3.6947e-05,1.4395e-06,5.758e-06,4.7984e-06,-1.6314e-05,-2.2072e-05
599.51,-1.2512e-07,-0.60303,-0.60303,0.0,1.5355e-05,0.0,-4.5105e-05,3.7427e-05,1.4395e-06,5.758e-06,3.8387e-06,-1.6314e-05,-2.2072e-05
600.0,-1.2817e-07,-0.60303,-0.60303,0.0,1.5355e-05,0.0,-4.5105e-05,3.6947e-05,1.9193e-06,5.2782e-06,3.8387e-06,-1.5835e-05,-2.2552e-05
600.5,-1.3733e-07,-0.60303,-0.60303,0.0,1.2956e-05,0.0,-4.3665e-05,3.5028e-05,2.3992e-06,6.7177e-06,1.4395e-06,-1.4875e-05,-2.1593e-05
601.0,-1.0071e-07,-0.60333,-0.60333,0.0,1.2476e-05,9.5967e-07,-4.2226e-05,3.5028e-05,3.3589e-06,8.6371e-06,1.4395e-06,-1.3915e-05,-2.1593e-05
601.5,-8.2397e-08,-0.60333,-0.60333,0.0,1.2476e-05,1.4395e-06,-4.1746e-05,3.5508e-05,3.3589e-06,8.6371e-06,1.4395e-06,-1.2956e-05,-2.1113e-05
602.0,-5.188e-08,-0.60303,-0.60303,0.0,1.3435e-05,1.4395e-06,-4.0306e-05,3.6468e-05,3.8387e-06,9.1169e-06,1.9193e-06,-1.2956e-05,-2.1113e-05
602.5,-3.6621e-08,-0.60303,-0.60303,0.0,1.3915e-05,1.4395e-06,-4.0306e-05,3.6947e-05,3.8387e-06,9.5967e-06,1.9193e-06,-1.1996e-05,-2.1113e-05
603.0,-2.7466e-08,-0.60333,-0.60333,0.0,1.3915e-05,1.9193e-06,-3.9347e-05,3.6947e-05,3.8387e-06,1.0077e-05,1.9193e-06,-1.1996e-05,-2.1593e-05
603.5,-1.8311e-08,-0.60333,-0.60333,0.0,1.3915e-05,2.3992e-06,-3.9347e-05,3.7427e-05,4.3185e-06,1.0556e-05,1.9193e-06,-1.1996e-05,-2.2072e-05
604.01,6.1035e-09,-0.60333,-0.60333,0.0,1.4395e-05,3.3589e-06,-3.8867e-05,3.7427e-05,5.2782e-06,1.1036e-05,1.9193e-06,-1.1036e-05,-2.2552e-05
604.5,6.1035e-09,-0.60333,-0.60333,0.0,1.4875e-05,2.879e-06,-3.8867e-05,3.7427e-05,5.2782e-06,1.1036e-05,2.3992e-06,-1.1036e-05,-2.3032e-05
605.0,3.0518e-09,-0.60333,-0.60333,0.0,1.4875e-05,3.3589e-06,-3.8387e-05,3.7427e-05,5.2782e-06,1.0556e-05,1.9193e-06,-1.1036e-05,-2.3512e-05
605.5,6.1035e-09,-0.60333,-0.60333,0.0,1.4875e-05,3.3589e-06,-3.7907e-05,3.7427e-05,5.2782e-06,1.0077e-05,2.3992e-06,-1.1036e-05,-2.3512e-05
606.0,6.1035e-09,-0.60333,-0.60333,0.0,1.5355e-05,3.3589e-06,-3.7907e-05,3.7427e-05,5.2782e-06,9.5967e-06,1.9193e-06,-1.0556e-05,-2.3512e-05
606.5,3.0518e-09,-0.60333,-0.60333,0.0,1.5355e-05,3.8387e-06,-3.8867e-05,3.7427e-05,5.2782e-06,9.1169e-06,1.9193e-06,-1.0077e-05,-2.3512e-05
607.0,-9.1553e-09,-0.60333,-0.60333,0.0,1.5355e-05,3.8387e-06,-4.0306e-05,3.6947e-05,5.758e-06,8.6371e-06,2.3992e-06,-1.0556e-05,-2.3512e-05
607.5,-2.4414e-08,-0.60333,-0.60333,0.0,1.4395e-05,4.3185e-06,-4.0786e-05,3.6468e-05,5.758e-06,8.1572e-06,2.3992e-06,-1.0556e-05,-2.3992e-05
608.0,-2.1362e-08,-0.60333,-0.60333,0.0,1.4875e-05,4.7984e-06,-4.1266e-05,3.6947e-05,6.7177e-06,8.1572e-06,2.3992e-06,-1.1996e-05,-2.3992e-05
608.5,-3.3569e-08,-0.60333,-0.60333,0.0,1.4875e-05,4.7984e-06,-4.1746e-05,3.6947e-05,6.7177e-06,7.1975e-06,2.3992e-06,-1.2476e-05,-2.3992e-05
609.0,-3.6621e-08,-0.60364,-0.60364,0.0,1.4875e-05,5.758e-06,-4.2226e-05,3.6468e-05,6.2379e-06,7.1975e-06,2.3992e-06,-1.2956e-05,-2.3512e-05
609.5,-5.4932e-08,-0.60364,-0.60364,0.0,1.4875e-05,4.3185e-06,-4.2226e-05,3.6468e-05,5.2782e-06,7.1975e-06,2.3992e-06,-1.3915e-05,-2.3032e-05
610.01,-6.4087e-08,-0.60333,-0.60333,0.0,1.4875e-05,3.8387e-06,-4.1746e-05,3.6947e-05,4.3185e-06,7.1975e-06,2.3992e-06,-1.4875e-05,-2.3032e-05
610.5,-7.3242e-08,-0.60333,-0.60333,0.0,1.4875e-05,3.3589e-06,-4.1746e-05,3.6947e-05,4.3185e-06,7.1975e-06,1.4395e-06,-1.4875e-05,-2.3032e-05
611.0,-1.0071e-07,-0.60333,-0.60333,0.0,1.4875e-05,2.3992e-06,-4.2705e-05,3.6468e-05,3.3589e-06,6.7177e-06,4.7984e-07,-1.4875e-05,-2.2552e-05
611.5,-1.2207e-07,-0.60364,-0.60364,0.0,1.4875e-05,1.9193e-06,-4.3185e-05,3.5988e-05,2.879e-06,6.2379e-06,0.0,-1.5355e-05,-2.2552e-05
612.01,-1.3428e-07,-0.60333,-0.60333,0.0,1.3915e-05,1.9193e-06,-4.3185e-05,3.5028e-05,2.879e-06,6.2379e-06,-4.7984e-07,-1.4875e-05,-2.2552e-05
612.5,-1.6785e-07,-0.60333,-0.60333,0.0,1.2476e-05,9.5967e-07,-4.3185e-05,3.4068e-05,2.3992e-06,6.7177e-06,-1.4395e-06,-1.5355e-05,-2.3032e-05
613.0,-1.9226e-07,-0.60333,-0.60333,0.0,1.1516e-05,4.7984e-07,-4.3185e-05,3.3109e-05,1.9193e-06,6.2379e-06,-2.3992e-06,-1.5355e-05,-2.2552e-05
613.5,-2.1362e-07,-0.60303,-0.60303,0.0,1.1036e-05,0.0,-4.3665e-05,3.2629e-05,1.4395e-06,6.2379e-06,-3.3589e-06,-1.5355e-05,-2.2552e-05
614.0,-2.2583e-07,-0.60333,-0.60333,0.0,1.0556e-05,0.0,-4.3665e-05,3.2149e-05,1.4395e-06,6.2379e-06,-3.8387e-06,-1.5355e-05,-2.3032e-05
614.5,-2.3499e-07,-0.60333,-0.60333,0.0,9.5967e-06,0.0,-4.3185e-05,3.1669e-05,1.4395e-06,5.758e-06,-4.3185e-06,-1.4875e-05,-2.3032e-05
615.0,-2.4719e-07,-0.60333,-0.60333,0.0,9.1169e-06,0.0,-4.3665e-05,3.1669e-05,9.5967e-07,5.758e-06,-4.7984e-06,-1.4875e-05,-2.3032e-05
615.5,-2.5635e-07,-0.60333,-0.60333,0.0,9.1169e-06,0.0,-4.4145e-05,3.1669e-05,9.5967e-07,5.2782e-06,-4.7984e-06,-1.5355e-05,-2.3032e-05
616.0,-2.7161e-07,-0.60333,-0.60333,0.0,8.1572e-06,0.0,-4.4145e-05,3.1189e-05,9.5967e-07,4.7984e-06,-5.2782e-06,-1.5355e-05,-2.3032e-05
616.5,-2.7161e-07,-0.60333,-0.60333,0.0,8.1572e-06,0.0,-4.4145e-05,3.071e-05,4.7984e-07,4.7984e-06,-5.2782e-06,-1.4875e-05,-2.2552e-05
617.0,-2.6855e-07,-0.60303,-0.60303,0.0,8.1572e-06,-4.7984e-07,-4.4145e-05,3.071e-05,4.7984e-07,5.2782e-06,-5.2782e-06,-1.4875e-05,-2.2072e-05
617.5,-2.6855e-07,-0.60303,-0.60303,0.0,7.6774e-06,-4.7984e-07,-4.4145e-05,3.071e-05,0.0,6.2379e-06,-5.2782e-06,-1.4875e-05,-2.2072e-05
618.0,-2.7466e-07,-0.60333,-0.60333,0.0,7.1975e-06,-9.5967e-07,-4.4145e-05,3.023e-05,0.0,6.7177e-06,-5.758e-06,-1.4875e-05,-2.1593e-05
618.51,-2.5024e-07,-0.60333,-0.60333,0.0,7.1975e-06,-4.7984e-07,-4.3665e-05,3.1189e-05,0.0,7.6774e-06,-5.758e-06,-1.4395e-05,-2.1113e-05
