Time,Total_I,Cell_E,Base_E,Group_E,"I_(1,1)","I_(2,1)","I_(3,1)","I_(1,2)","I_(2,2)","I_(3,2)","I_(1,3)","I_(2,3)","I_(3,3)"
6.507,-1.8005e-07,-0.64941,-0.64941,0.0,4.7984e-06,4.8463e-05,-0.00019097,0.00012524,2.4951e-05,-4.3185e-05,0.0,2.1113e-05,-1.8714e-05
7.003,-1.8921e-07,-0.6488,-0.6488,0.0,4.7984e-06,4.7984e-05,-0.00019337,0.0001286,2.4472e-05,-4.1746e-05,-9.5967e-07,2.1113e-05,-2.0633e-05
7.507,-1.9226e-07,-0.6485,-0.6485,0.0,4.7984e-06,4.7984e-05,-0.00019625,0.00013148,2.4472e-05,-4.1266e-05,-4.7984e-07,2.1593e-05,-2.2552e-05
8.003,-1.9226e-07,-0.6485,-0.6485,0.0,5.2782e-06,4.8943e-05,-0.00020009,0.00013483,2.3992e-05,-4.1266e-05,0.0,2.2552e-05,-2.4472e-05
8.507,-1.8005e-07,-0.64819,-0.64819,0.0,5.758e-06,5.0863e-05,-0.00020297,0.00013723,2.4472e-05,-4.1266e-05,4.7984e-07,2.3032e-05,-2.5911e-05
9.003,-1.8921e-07,-0.64789,-0.64789,0.0,5.758e-06,5.1822e-05,-0.00020633,0.00013963,2.4472e-05,-4.1266e-05,4.7984e-07,2.3512e-05,-2.783e-05
9.507,-1.7395e-07,-0.64789,-0.64789,0.0,5.758e-06,5.2782e-05,-0.00020873,0.00014203,2.5431e-05,-4.0786e-05,9.5967e-07,2.4951e-05,-2.975e-05
10.003,-1.6174e-07,-0.64758,-0.64758,0.0,5.758e-06,5.3742e-05,-0.00021017,0.00014443,2.5431e-05,-4.0306e-05,9.5967e-07,2.6391e-05,-3.1669e-05
10.506,-1.3123e-07,-0.64758,-0.64758,0.0,6.2379e-06,5.5181e-05,-0.00021161,0.00014779,2.5911e-05,-3.8387e-05,9.5967e-07,2.6871e-05,-3.3589e-05
11.002,-1.0071e-07,-0.64728,-0.64728,0.0,6.2379e-06,5.5661e-05,-0.00021257,0.00015067,2.6391e-05,-3.6947e-05,9.5967e-07,2.783e-05,-3.4068e-05
11.507,-7.019e-08,-0.64728,-0.64728,0.0,6.7177e-06,5.71e-05,-0.00021401,0.00015355,2.6871e-05,-3.5988e-05,9.5967e-07,2.831e-05,-3.4548e-05
12.003,-7.3242e-08,-0.64697,-0.64697,0.0,6.2379e-06,5.806e-05,-0.00021593,0.00015547,2.6391e-05,-3.5508e-05,4.7984e-07,2.927e-05,-3.5988e-05
12.507,-5.7983e-08,-0.64697,-0.64697,0.0,6.7177e-06,5.854e-05,-0.00021785,0.00015835,2.6871e-05,-3.5028e-05,0.0,3.023e-05,-3.6947e-05
13.003,-5.188e-08,-0.64697,-0.64697,0.0,5.758e-06,5.95e-05,-0.00021929,0.00016075,2.6871e-05,-3.4548e-05,0.0,3.1189e-05,-3.8387e-05
13.507,-4.8828e-08,-0.64667,-0.64667,0.0,4.3185e-06,6.0939e-05,-0.00022024,0.00016266,2.783e-05,-3.4548e-05,0.0,3.1669e-05,-4.0306e-05
14.002,-7.019e-08,-0.64667,-0.64667,0.0,2.879e-06,6.1419e-05,-0.00022216,0.00016362,2.831e-05,-3.4548e-05,-1.4395e-06,3.2629e-05,-4.1746e-05
14.507,-9.1553e-08,-0.64667,-0.64667,0.0,1.9193e-06,6.1419e-05,-0.00022264,0.00016506,2.879e-05,-3.4548e-05,-3.3589e-06,3.2629e-05,-4.3665e-05
15.003,-1.2512e-07,-0.64667,-0.64667,0.0,1.4395e-06,6.0459e-05,-0.00022504,0.00016698,2.879e-05,-3.5028e-05,-4.7984e-06,3.3109e-05,-4.5584e-05
15.507,-1.4648e-07,-0.64636,-0.64636,0.0,9.5967e-07,5.998e-05,-0.000226,0.0001689,2.831e-05,-3.5988e-05,-5.2782e-06,3.3109e-05,-4.7024e-05
16.003,-1.5564e-07,-0.64606,-0.64606,0.0,4.7984e-07,5.95e-05,-0.00022648,0.00017082,2.879e-05,-3.5988e-05,-6.2379e-06,3.2629e-05,-4.7984e-05
16.507,-1.8311e-07,-0.64575,-0.64575,0.0,4.7984e-07,5.95e-05,-0.00022936,0.00017322,2.879e-05,-3.6468e-05,-6.2379e-06,3.1669e-05,-5.0383e-05
17.003,-1.9836e-07,-0.64606,-0.64606,0.0,4.7984e-07,5.95e-05,-0.0002308,0.00017514,2.879e-05,-3.7427e-05,-6.7177e-06,3.1669e-05,-5.1822e-05
17.506,-2.3193e-07,-0.64575,-0.64575,0.0,0.0,5.95e-05,-0.00023272,0.00017754,2.879e-05,-3.8387e-05,-7.6774e-06,3.1189e-05,-5.4701e-05
18.003,-2.4719e-07,-0.64575,-0.64575,0.0,0.0,5.95e-05,-0.00023416,0.00017946,2.927e-05,-3.9347e-05,-8.1572e-06,3.2149e-05,-5.758e-05
18.507,-2.533e-07,-0.64545,-0.64545,0.0,-4.7984e-07,6.0459e-05,-0.00023512,0.0001809,3.023e-05,-4.0306e-05,-8.1572e-06,3.2149e-05,-5.95e-05
19.003,-2.7161e-07,-0.64545,-0.64545,0.0,0.0,6.0459e-05,-0.00023704,0.0001833,3.071e-05,-4.1266e-05,-8.6371e-06,3.1669e-05,-6.1899e-05
19.506,-2.8687e-07,-0.64514,-0.64514,0.0,-4.7984e-07,6.0459e-05,-0.000238,0.00018522,3.1189e-05,-4.2226e-05,-9.1169e-06,3.2149e-05,-6.4298e-05
20.003,-3.0212e-07,-0.64484,-0.64484,0.0,0.0,6.0459e-05,-0.00023944,0.00018666,3.1189e-05,-4.3185e-05,-9.1169e-06,3.2149e-05,-6.6217e-05
20.507,-2.8076e-07,-0.64484,-0.64484,0.0,1.4395e-06,6.0459e-05,-0.00023944,0.00019002,3.1189e-05,-4.3185e-05,-9.1169e-06,3.2629e-05,-6.8137e-05
21.003,-2.655e-07,-0.64453,-0.64453,0.0,1.9193e-06,6.0459e-05,-0.00023944,0.00019337,3.1669e-05,-4.3185e-05,-9.1169e-06,3.2629e-05,-7.0056e-05
21.506,-2.5024e-07,-0.64453,-0.64453,0.0,2.879e-06,6.0939e-05,-0.0002404,0.00019673,3.2149e-05,-4.4145e-05,-8.6371e-06,3.2629e-05,-7.1496e-05
22.003,-2.5024e-07,-0.64423,-0.64423,0.0,2.3992e-06,6.0939e-05,-0.00024136,0.00019865,3.2629e-05,-4.4625e-05,-7.6774e-06,3.2629e-05,-7.2935e-05
22.507,-2.3804e-07,-0.64423,-0.64423,0.0,2.879e-06,6.0939e-05,-0.00024232,0.00020153,3.2629e-05,-4.5105e-05,-6.7177e-06,3.3109e-05,-7.4375e-05
23.003,-2.2583e-07,-0.64392,-0.64392,0.0,3.3589e-06,6.2859e-05,-0.00024328,0.00020393,3.2629e-05,-4.6064e-05,-6.2379e-06,3.3589e-05,-7.6294e-05
23.507,-2.1973e-07,-0.64392,-0.64392,0.0,3.3589e-06,6.3818e-05,-0.00024376,0.00020585,3.2629e-05,-4.6544e-05,-5.758e-06,3.3109e-05,-7.7254e-05
24.002,-1.8616e-07,-0.64392,-0.64392,0.0,3.3589e-06,6.4778e-05,-0.00024328,0.00020825,3.4068e-05,-4.6064e-05,-5.758e-06,3.3589e-05,-7.8213e-05
24.507,-1.8311e-07,-0.64362,-0.64362,0.0,2.879e-06,6.5258e-05,-0.00024376,0.00021017,3.5028e-05,-4.6544e-05,-6.2379e-06,3.4068e-05,-7.9653e-05
25.003,-1.6174e-07,-0.64331,-0.64331,0.0,2.879e-06,6.6217e-05,-0.00024376,0.00021209,3.6468e-05,-4.7024e-05,-6.2379e-06,3.4548e-05,-8.0612e-05
25.507,-1.4954e-07,-0.64331,-0.64331,0.0,2.3992e-06,6.6697e-05,-0.00024424,0.00021401,3.7427e-05,-4.7024e-05,-6.2379e-06,3.5028e-05,-8.1572e-05
26.003,-1.3428e-07,-0.64331,-0.64331,0.0,2.3992e-06,6.7177e-05,-0.00024376,0.00021545,3.7907e-05,-4.7024e-05,-6.7177e-06,3.5508e-05,-8.2052e-05
26.507,-1.2512e-07,-0.64301,-0.64301,0.0,2.3992e-06,6.7177e-05,-0.00024472,0.00021689,3.8387e-05,-4.7024e-05,-6.7177e-06,3.6947e-05,-8.3012e-05
27.002,-9.1553e-08,-0.64301,-0.64301,0.0,1.9193e-06,6.8137e-05,-0.00024424,0.00021881,3.9826e-05,-4.6544e-05,-6.7177e-06,3.7907e-05,-8.3491e-05
27.507,-8.5449e-08,-0.6427,-0.6427,0.0,1.4395e-06,6.8137e-05,-0.00024328,0.00021976,3.9826e-05,-4.6544e-05,-7.6774e-06,3.8867e-05,-8.3971e-05
28.007,-7.019e-08,-0.64209,-0.64209,0.0,1.4395e-06,6.8137e-05,-0.00024232,0.00022168,3.9347e-05,-4.6544e-05,-8.1572e-06,3.9347e-05,-8.3971e-05
28.502,-3.9673e-08,-0.64209,-0.64209,0.0,9.5967e-07,6.8617e-05,-0.00024136,0.00022312,4.0786e-05,-4.5584e-05,-8.1572e-06,3.9826e-05,-8.4451e-05
29.007,-2.1362e-08,-0.64209,-0.64209,0.0,9.5967e-07,6.8617e-05,-0.00024088,0.00022456,4.0786e-05,-4.4145e-05,-8.6371e-06,4.0306e-05,-8.4931e-05
29.503,3.0518e-09,-0.64178,-0.64178,0.0,9.5967e-07,6.8617e-05,-0.0002404,0.000226,4.0786e-05,-4.2705e-05,-9.1169e-06,4.0786e-05,-8.4451e-05
30.007,1.2207e-08,-0.64178,-0.64178,0.0,9.5967e-07,6.8617e-05,-0.0002404,0.00022744,4.0786e-05,-4.2226e-05,-9.5967e-06,4.0786e-05,-8.4451e-05
30.503,2.1362e-08,-0.64148,-0.64148,0.0,9.5967e-07,6.8137e-05,-0.0002404,0.0002284,4.0306e-05,-4.1746e-05,-9.1169e-06,4.0786e-05,-8.3971e-05
31.007,4.2725e-08,-0.64148,-0.64148,0.0,9.5967e-07,6.8617e-05,-0.0002404,0.00022984,4.0306e-05,-4.1266e-05,-9.5967e-06,4.1266e-05,-8.3012e-05
31.503,4.8828e-08,-0.64117,-0.64117,0.0,9.5967e-07,6.9096e-05,-0.00024088,0.00023128,4.0306e-05,-4.1746e-05,-1.0077e-05,4.1266e-05,-8.2532e-05
32.007,5.188e-08,-0.64117,-0.64117,0.0,4.7984e-07,6.9096e-05,-0.0002404,0.00023176,4.0306e-05,-4.1266e-05,-1.0556e-05,4.0786e-05,-8.2052e-05
32.503,7.019e-08,-0.64117,-0.64117,0.0,0.0,6.9096e-05,-0.0002404,0.00023272,4.0786e-05,-4.0786e-05,-1.1036e-05,4.1746e-05,-8.1092e-05
33.007,6.4087e-08,-0.64087,-0.64087,0.0,0.0,6.8617e-05,-0.00024136,0.00023416,4.0306e-05,-4.0786e-05,-1.1036e-05,4.1746e-05,-8.1572e-05
33.503,7.9346e-08,-0.64087,-0.64087,0.0,0.0,6.9096e-05,-0.00024088,0.00023512,4.0306e-05,-4.0786e-05,-1.1036e-05,4.1746e-05,-8.1092e-05
34.007,6.1035e-08,-0.64056,-0.64056,0.0,-4.7984e-07,6.9096e-05,-0.00024136,0.00023608,3.9826e-05,-4.1266e-05,-1.1996e-05,4.1266e-05,-8.1572e-05
34.503,6.4087e-08,-0.64056,-0.64056,0.0,-1.4395e-06,6.9576e-05,-0.00024136,0.00023704,4.0306e-05,-4.1266e-05,-1.2476e-05,4.1266e-05,-8.1572e-05
35.007,5.188e-08,-0.64026,-0.64026,0.0,-3.8387e-06,7.0056e-05,-0.00024136,0.000238,4.0306e-05,-4.1266e-05,-1.3435e-05,4.1266e-05,-8.1572e-05
35.503,4.5776e-08,-0.63995,-0.63995,0.0,-4.7984e-06,6.9576e-05,-0.00024136,0.00023848,3.9826e-05,-4.0786e-05,-1.3915e-05,4.1746e-05,-8.1572e-05
36.007,2.4414e-08,-0.63965,-0.63965,0.0,-5.758e-06,6.9096e-05,-0.00024136,0.00023848,3.8867e-05,-4.0786e-05,-1.4875e-05,4.1746e-05,-8.1572e-05
36.503,6.1035e-09,-0.63934,-0.63934,0.0,-6.2379e-06,6.8617e-05,-0.00024088,0.00023848,3.8387e-05,-4.0306e-05,-1.7274e-05,4.1746e-05,-8.1572e-05
37.007,-1.8311e-08,-0.63934,-0.63934,0.0,-7.1975e-06,6.8617e-05,-0.00024088,0.000238,3.8387e-05,-4.0306e-05,-1.9193e-05,4.1746e-05,-8.2052e-05
37.503,-3.3569e-08,-0.63904,-0.63904,0.0,-7.6774e-06,6.7657e-05,-0.00023992,0.00023848,3.7427e-05,-4.0306e-05,-2.0633e-05,4.1746e-05,-8.2052e-05
38.006,-4.8828e-08,-0.63873,-0.63873,0.0,-8.1572e-06,6.6217e-05,-0.00023992,0.00023896,3.6947e-05,-3.9826e-05,-2.1593e-05,4.1266e-05,-8.1572e-05
38.504,-7.019e-08,-0.63873,-0.63873,0.0,-8.6371e-06,6.4778e-05,-0.00023992,0.00023944,3.5508e-05,-3.9826e-05,-2.2552e-05,4.1266e-05,-8.1092e-05
39.0,-4.2725e-08,-0.63843,-0.63843,0.0,-7.6774e-06,6.5258e-05,-0.00023992,0.00024184,3.5508e-05,-3.9347e-05,-2.2072e-05,4.0786e-05,-8.1092e-05
39.504,-3.0518e-08,-0.63843,-0.63843,0.0,-7.1975e-06,6.5738e-05,-0.0002404,0.00024376,3.5028e-05,-3.9347e-05,-2.2072e-05,4.0786e-05,-8.1092e-05
40.0,-1.5259e-08,-0.63812,-0.63812,0.0,-7.6774e-06,6.6697e-05,-0.00023992,0.00024472,3.5508e-05,-3.8867e-05,-2.1593e-05,3.9826e-05,-8.1092e-05
40.504,-9.1553e-09,-0.63812,-0.63812,0.0,-9.1169e-06,6.6697e-05,-0.00023944,0.0002452,3.5988e-05,-3.8387e-05,-2.1593e-05,4.0306e-05,-8.1092e-05
41.0,-1.2207e-08,-0.63782,-0.63782,0.0,-9.1169e-06,6.6697e-05,-0.00023992,0.00024616,3.5988e-05,-3.8387e-05,-2.1593e-05,3.9347e-05,-8.1092e-05
41.503,-2.7466e-08,-0.63782,-0.63782,0.0,-9.5967e-06,6.5738e-05,-0.00023944,0.00024712,3.5508e-05,-3.8387e-05,-2.3032e-05,3.8867e-05,-8.1092e-05
42.0,-3.9673e-08,-0.63751,-0.63751,0.0,-9.5967e-06,6.4778e-05,-0.00023992,0.00024808,3.5028e-05,-3.8387e-05,-2.3512e-05,3.8387e-05,-8.1092e-05
42.504,-4.8828e-08,-0.63751,-0.63751,0.0,-9.5967e-06,6.3818e-05,-0.00023944,0.00024856,3.4068e-05,-3.7907e-05,-2.4472e-05,3.8387e-05,-8.1092e-05
43.0,-7.6294e-08,-0.63751,-0.63751,0.0,-1.0077e-05,6.2859e-05,-0.00023944,0.00024903,3.3109e-05,-3.7907e-05,-2.5431e-05,3.7427e-05,-8.1572e-05
43.504,-1.0681e-07,-0.63721,-0.63721,0.0,-1.0077e-05,6.1899e-05,-0.0002404,0.00024999,3.2149e-05,-3.8387e-05,-2.5911e-05,3.5988e-05,-8.2052e-05
44.0,-1.2207e-07,-0.6369,-0.6369,0.0,-1.0077e-05,6.1419e-05,-0.00024136,0.00025143,3.1669e-05,-3.8867e-05,-2.6391e-05,3.5028e-05,-8.2052e-05
44.504,-1.5259e-07,-0.6369,-0.6369,0.0,-1.0556e-05,6.0939e-05,-0.00024232,0.00025191,3.1189e-05,-3.9347e-05,-2.6391e-05,3.4068e-05,-8.3491e-05
45.0,-1.8311e-07,-0.6366,-0.6366,0.0,-1.1036e-05,5.998e-05,-0.0002428,0.00025287,3.023e-05,-3.9347e-05,-2.7351e-05,3.3109e-05,-8.4451e-05
45.504,-1.9226e-07,-0.6366,-0.6366,0.0,-1.1036e-05,5.998e-05,-0.0002428,0.00025335,2.975e-05,-3.9826e-05,-2.7351e-05,3.3109e-05,-8.5411e-05
46.0,-2.0142e-07,-0.63629,-0.63629,0.0,-1.1036e-05,5.95e-05,-0.00024328,0.00025479,2.975e-05,-3.9826e-05,-2.783e-05,3.2149e-05,-8.5891e-05
46.503,-2.1362e-07,-0.63629,-0.63629,0.0,-1.0077e-05,5.902e-05,-0.00024424,0.00025479,2.975e-05,-3.9826e-05,-2.831e-05,3.1669e-05,-8.6371e-05
47.0,-2.0142e-07,-0.63599,-0.63599,0.0,-9.1169e-06,5.902e-05,-0.00024424,0.00025719,2.927e-05,-3.9826e-05,-2.831e-05,3.071e-05,-8.6371e-05
47.504,-1.8921e-07,-0.63599,-0.63599,0.0,-8.6371e-06,5.854e-05,-0.00024424,0.00025863,2.879e-05,-3.9826e-05,-2.6871e-05,3.071e-05,-8.685e-05
48.0,-1.6479e-07,-0.63599,-0.63599,0.0,-7.6774e-06,5.902e-05,-0.00024472,0.00026103,2.879e-05,-4.0306e-05,-2.5431e-05,2.975e-05,-8.6371e-05
48.504,-1.2817e-07,-0.63568,-0.63568,0.0,-6.7177e-06,6.0459e-05,-0.00024472,0.00026295,2.975e-05,-4.0306e-05,-2.3992e-05,2.927e-05,-8.685e-05
49.0,-1.0681e-07,-0.63568,-0.63568,0.0,-5.758e-06,5.998e-05,-0.0002452,0.00026487,2.975e-05,-3.9826e-05,-2.3512e-05,2.975e-05,-8.685e-05
49.504,-8.2397e-08,-0.63568,-0.63568,0.0,-4.7984e-06,6.0459e-05,-0.00024472,0.00026631,2.975e-05,-4.0306e-05,-2.3032e-05,3.023e-05,-8.685e-05
50.0,-6.1035e-08,-0.63568,-0.63568,0.0,-4.7984e-06,6.0939e-05,-0.00024424,0.00026775,3.023e-05,-3.9826e-05,-2.2552e-05,3.071e-05,-8.781e-05
50.504,-2.7466e-08,-0.63538,-0.63538,0.0,-4.7984e-06,6.1419e-05,-0.00024328,0.00026871,3.071e-05,-3.7907e-05,-2.2072e-05,3.023e-05,-8.733e-05
51.001,-4.2725e-08,-0.63507,-0.63507,0.0,-4.7984e-06,5.998e-05,-0.00024376,0.00026967,2.975e-05,-3.7907e-05,-2.1593e-05,2.975e-05,-8.781e-05
51.505,-6.1035e-08,-0.63477,-0.63477,0.0,-5.2782e-06,5.95e-05,-0.0002452,0.00027063,2.927e-05,-3.8387e-05,-2.1113e-05,2.879e-05,-8.781e-05
52.0,-6.7139e-08,-0.63477,-0.63477,0.0,-5.2782e-06,5.998e-05,-0.00024568,0.00027111,2.831e-05,-3.8867e-05,-2.1113e-05,2.831e-05,-8.733e-05
52.505,-5.4932e-08,-0.63446,-0.63446,0.0,-5.758e-06,6.0459e-05,-0.0002452,0.00027207,2.879e-05,-3.8867e-05,-2.0633e-05,2.783e-05,-8.733e-05
53.001,-4.5776e-08,-0.63416,-0.63416,0.0,-6.2379e-06,6.0459e-05,-0.0002452,0.00027255,2.927e-05,-3.8387e-05,-2.0633e-05,2.783e-05,-8.685e-05
53.505,-4.8828e-08,-0.63385,-0.63385,0.0,-6.7177e-06,6.0459e-05,-0.00024568,0.00027351,2.975e-05,-3.8387e-05,-2.0633e-05,2.6871e-05,-8.685e-05
54.001,-4.5776e-08,-0.63354,-0.63354,0.0,-7.1975e-06,6.0459e-05,-0.00024568,0.00027399,2.975e-05,-3.8387e-05,-2.1113e-05,2.7351e-05,-8.6371e-05
54.505,-2.4414e-08,-0.63324,-0.63324,0.0,-7.1975e-06,6.0939e-05,-0.00024568,0.00027495,3.023e-05,-3.7907e-05,-2.0633e-05,2.783e-05,-8.6371e-05
55.001,-1.5259e-08,-0.63324,-0.63324,0.0,-7.6774e-06,6.0459e-05,-0.0002452,0.00027543,3.023e-05,-3.7427e-05,-2.0633e-05,2.783e-05,-8.5411e-05
55.505,0.0,-0.63293,-0.63293,0.0,-7.1975e-06,5.998e-05,-0.00024424,0.00027591,3.023e-05,-3.6947e-05,-2.0153e-05,2.783e-05,-8.5411e-05
56.001,3.0518e-09,-0.63293,-0.63293,0.0,-7.6774e-06,5.95e-05,-0.00024328,0.00027687,3.023e-05,-3.6947e-05,-2.0633e-05,2.7351e-05,-8.4931e-05
56.505,1.2207e-08,-0.63293,-0.63293,0.0,-7.6774e-06,5.902e-05,-0.00024232,0.00027735,2.975e-05,-3.5988e-05,-2.0153e-05,2.6871e-05,-8.4931e-05
57.001,1.5259e-08,-0.63263,-0.63263,0.0,-8.6371e-06,5.854e-05,-0.00024184,0.00027783,2.975e-05,-3.4068e-05,-2.0633e-05,2.6391e-05,-8.4931e-05
57.505,4.2725e-08,-0.63263,-0.63263,0.0,-8.6371e-06,5.854e-05,-0.00024088,0.0002783,2.975e-05,-3.2149e-05,-2.0633e-05,2.6391e-05,-8.3971e-05
58.001,5.4932e-08,-0.63263,-0.63263,0.0,-9.5967e-06,5.806e-05,-0.00023992,0.00027878,2.975e-05,-3.1189e-05,-2.0633e-05,2.6391e-05,-8.3012e-05
58.505,6.4087e-08,-0.63232,-0.63232,0.0,-1.0077e-05,5.758e-05,-0.00023944,0.00027878,2.927e-05,-2.975e-05,-2.0633e-05,2.5911e-05,-8.1572e-05
59.001,9.4604e-08,-0.63232,-0.63232,0.0,-1.0077e-05,5.806e-05,-0.00023848,0.00027878,2.975e-05,-2.831e-05,-2.0153e-05,2.5431e-05,-8.0133e-05
59.505,1.0986e-07,-0.63171,-0.63171,0.0,-1.0556e-05,5.806e-05,-0.00023848,0.00027926,3.023e-05,-2.783e-05,-1.9673e-05,2.5431e-05,-7.9173e-05
60.001,1.1597e-07,-0.63171,-0.63171,0.0,-1.1036e-05,5.758e-05,-0.000238,0.00027878,2.975e-05,-2.6871e-05,-1.9673e-05,2.4951e-05,-7.7254e-05
60.507,0.0,-0.63141,-0.63141,0.0,-1.4395e-05,5.5181e-05,-0.0002404,0.00027735,2.831e-05,-2.831e-05,-2.2072e-05,2.3032e-05,-7.8693e-05
61.002,-5.188e-08,-0.6311,-0.6311,0.0,-1.6314e-05,5.4701e-05,-0.00024088,0.00027591,2.831e-05,-2.879e-05,-2.3512e-05,2.1593e-05,-7.9173e-05
61.507,-1.0986e-07,-0.6308,-0.6308,0.0,-1.8234e-05,5.3262e-05,-0.00024184,0.00027495,2.7351e-05,-2.927e-05,-2.4472e-05,2.1113e-05,-8.0133e-05
62.003,-1.3733e-07,-0.6308,-0.6308,0.0,-1.9673e-05,5.2782e-05,-0.00024232,0.00027495,2.7351e-05,-2.975e-05,-2.5431e-05,2.0633e-05,-8.0133e-05
62.507,-1.5564e-07,-0.6308,-0.6308,0.0,-2.0633e-05,5.2302e-05,-0.00024232,0.00027447,2.6871e-05,-2.975e-05,-2.5911e-05,2.0153e-05,-7.9653e-05
63.002,-1.6785e-07,-0.63049,-0.63049,0.0,-2.1593e-05,5.1822e-05,-0.00024232,0.00027447,2.6871e-05,-2.975e-05,-2.6391e-05,1.9673e-05,-7.9173e-05
63.506,-1.8616e-07,-0.63049,-0.63049,0.0,-2.3032e-05,5.1822e-05,-0.00024136,0.00027399,2.6391e-05,-2.927e-05,-2.7351e-05,1.8714e-05,-7.9173e-05
64.003,-1.9836e-07,-0.63019,-0.63019,0.0,-2.3032e-05,5.0863e-05,-0.00024184,0.00027447,2.6391e-05,-2.927e-05,-2.783e-05,1.8234e-05,-7.9173e-05
64.507,-2.2583e-07,-0.62988,-0.62988,0.0,-2.4472e-05,4.9903e-05,-0.00024136,0.00027447,2.5431e-05,-2.927e-05,-2.879e-05,1.7274e-05,-7.8693e-05
65.003,-2.3193e-07,-0.62988,-0.62988,0.0,-2.4951e-05,4.9423e-05,-0.00024136,0.00027447,2.5431e-05,-2.879e-05,-2.879e-05,1.6794e-05,-7.8693e-05
65.507,-2.5024e-07,-0.62988,-0.62988,0.0,-2.5911e-05,4.8463e-05,-0.00024088,0.00027447,2.4472e-05,-2.831e-05,-2.975e-05,1.5835e-05,-7.7733e-05
66.003,-2.4414e-07,-0.62988,-0.62988,0.0,-2.6391e-05,4.8463e-05,-0.0002404,0.00027399,2.4951e-05,-2.783e-05,-2.975e-05,1.5355e-05,-7.6774e-05
66.507,-2.533e-07,-0.62958,-0.62958,0.0,-2.7351e-05,4.7984e-05,-0.00023992,0.00027399,2.4951e-05,-2.783e-05,-3.023e-05,1.4875e-05,-7.6294e-05
67.003,-2.533e-07,-0.62958,-0.62958,0.0,-2.7351e-05,4.7504e-05,-0.00023944,0.00027447,2.4472e-05,-2.7351e-05,-3.023e-05,1.3915e-05,-7.5814e-05
67.507,-2.7466e-07,-0.62927,-0.62927,0.0,-2.783e-05,4.6544e-05,-0.00023944,0.00027447,2.3992e-05,-2.7351e-05,-3.1189e-05,1.3435e-05,-7.5814e-05
68.003,-2.7161e-07,-0.62927,-0.62927,0.0,-2.879e-05,4.6544e-05,-0.00023896,0.00027447,2.3992e-05,-2.6871e-05,-3.1189e-05,1.2956e-05,-7.4854e-05
68.506,-2.7771e-07,-0.62897,-0.62897,0.0,-2.879e-05,4.6064e-05,-0.00023848,0.00027447,2.3512e-05,-2.6391e-05,-3.1669e-05,1.1996e-05,-7.4375e-05
